sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
49,229,49,"P.  Jeevanantham Govt. Girls High School,
Bhoothapandy, , South Building Eastern Portion - 629852","1.Boothapandy (R.V) and  (T.P) Block 14,22,23 Ward 8, North Car Street. , 2.Boothapandy (R.V) and (T.P) Block 23,26, Ward 9, Perumalkovil Street. , 3.Boothapandy (R.V) and  (T.P) Block 14, 22, 24, 26, Ward 8, South Street. , 4.Boothapandy (R.V) and (T.P) Block 26, Ward 8, Police Quarters. , 5.Boothapandy (R.V) and (T.P) Block 25, Ward 8, Uchamparai. , 6.Boothapandy (R.V) and  (T.P) Block 23, 24, 26, Ward 8 Periya Theru.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
50,229,50,"P.  Jeevanantham Govt. Girls High School,
Bhoothapandy,,  East Building - 629852","1.Boothapandy (R.V) and(T.P) Block 23, 24, 26, Ward  9, Perumalkovil Street. , 2.Boothapandy (R.V) and  (T.P) Block 28, 29, Ward 11, Kalungadi  Colony. , 3.Boothapandy (R.V) and (T.P) Block 21, 29, Ward 11, Andithoppu. , 4.Boothapandy (R.V) and  (T.P) Block 21,29, Ward 11, North Andithoppu. , 5.Boothapandy .(R.V) and (T.P) Block 28, Ward 11, Kalungadi.",All Voters
51,229,51,"Got.  Primary School, Seethapal at Sri padmanabhanalloor,, New Building South Portion - 629852","1.Thazhakudy (R.V) and (T.P) Block 1, Ward 1, Kundukkal colony, Padmanapanalloor, Ottankudieruppu. , 2.Thalakudy (R.V) and (T.P) Block 1, 2, Ward 1,2, Ottan Kudieruppu, Seethapal, Vembadi Colony. , 3.Thazhakudy (R.V) and (T.P) Block 1, 2, 3, Ward 1, 2, 3,
Poolankuzhi. , 4.Thazhakudy (R.V) and  (T.P) Block 1, 2, Ward 1, 2, Seethappal.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
52,229,52,"Govt.  Hr. Sec. School,
Thazhakudy,,  New Building, South Portion - 629901","1.Thazhakudy (R.V) and (T.P) Block 4, 8, Ward 4, Thazhakudy East. 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
53,229,53,"Govt. Hr. Sec. School, Thazhakudy, , Additional Building, North Portion -
629901","1.Thazhakudy (R.V) and (T.P) Block 11, 12, Ward  11,12, Thazhakudy Middle Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
54,229,54,"Govt.  Hr. Sec. School, Thazhakudy, , New Building, North Protion -
629901","1.Thazhakudy (R.V) and (T.P) Block 11, 13, 14, 15, Ward 14, Thazhakud North Palla Street. , 2.Thazhakudy.(R.V) and  (T.P) Block 15, Ward 13, Thazhakudy South Palla Theru.,99.OVERSEAS
ELECTORS OVERSEAS ELECTORS",All Voters
55,229,55,"Govt.  Primary School,
Parvathiputhoor, , North Building, West Portion - 629901","1.Thazhakudy (R.V) and (T.P) Block 5, 6, Ward 3, Kanagamoolam Puthukudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
56,229,56,"Govt.  Primary School, Parvathiputhoor, , North Building, West Portion - 629901","1.Thazhakudy (R.V) and (T.P) Block 6, 7, Ward 4, East Santhavilai. ,
2.Thazhakudy (R.V) and (T.P) Block 7, Ward 4, Ananthapadmanabapuram. , 3.Thazhakudy (R.V) and  (T.P) Block 21,22, Ward 3, Parvathiputhur. , 4.Thazhakudy (R.V) and (T.P) Block 22, 23, Ward 5, Meenamangalam Colony.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
57,229,57,"Govt.  Hr. Sec. School, Thazhakudy, , New Building, North Protion -
629901","1.Thazhakudy (R.V) and (T.P) Block 9, 10,15, Ward 9, Thazhakudy South. , 2.Thazhakudy (R.V) and (T.P) Block 9, 10 Ward 10, Kammalar Kudieruppu. , 3.Thazhakudy (R.V) and (T.P) Block 16 ,
Ward 16, Melacolony Naduvoor. ,",All Voters
58,229,58,"Govt. Hr. Sec. School, Thazhakudy, , Additional Building North East Middle Portion - 629901","1.Thazhakudy (R.V) and (T.P) Block 9,17, 20, Ward 17, Thazhakudi Bazar Street, Nadar Kudieruppu. , 2.Thazhakudy (R.V) and (T.P) Block 18, Ward 17, Veeranarayanamangalam South Street Kandamettu Colony.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
59,229,59,"Govt.  Hr. Sec. School, Thazhakudy, , North East Portion - 629901","1.Thazhakudy(s.p) Block 18,19, ward 19, veeranarayanamangalam north street. , 2.Thazhakudy (R.V) and (T.P) Block 20, Ward 20, Melacolony Kilakku. , 3.Thazhakudy (R.V) and (T.P) Block 21, Ward 21 Vilangadu Colony, Vembathoor Colony. , 4.Thazhakudy (R.V) and (T.P) Block 22, 23, Ward  23, Kollammettu Colony.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
60,229,60,"Govt.  Middle School, Esanthimangalam,,  New Building Middle  Portion - 629852","1.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 1, Ward 1, Varakunamangalam. , 2.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 1, 2,  Ward 1, Mangulakarai. , 3.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 3, Ward 2, Nangndi. , 4.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 4, Ward 2, Mangulam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
61,229,61,"Govt.  Middle School, Esanthimangalam, , New Building Middle  Portion - 629852","1.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 1, 2, Ward 1, Mela Esanthimangalam. , 2.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 2, 3, Ward  2, Keezha Esanthimangalam. , 3.Esanthimanglam South  (R.V) Esanthimanglam  (V.P) Block 1, 6, Ward 2, Kovinthapuram.99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
62,229,62,"Govt.  Primary School, Navalkadu, , New Building South Portion 629852","1.Navalkadu  (R.V) Esanthimanglam  (V.P) Block 4, 5, 6, Ward 4, Mangulam Colony. , 2.Navalkadu  (R.V) Esanthimanglam  (V.P) Block 4, 5, 6, Ward 4, 5, 6, Mantarapuram. , 3.Navalkadu  (R.V)
Esanthimanglam  (V.P) Block 6, 7, 8, 9, Ward 8, Gnanathasapuram, Thumpavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
63,229,63,"Govt.  Primary School, Navalkadu,,  New Building North Portion
629852","1.Navalkadu  (R.V) Esanthimanglam  (V.P) Block 6, 7, 8, Ward  6, 7, Navalkadu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
64,229,64,"Govt.Hr. Sec. School, Chenbagaramanputhoor,, West Building North Portion - 629304","1.Chenbagaraman puthoor (R.V) and (P) Block 1, 3, Ward 1, Owaiyar Amman Kovil. , 2.Chenbagaramanputhoor (P) Block 1, Ward 1, Muthunagar. , 3.Chenbagaraman puthoor (P) Block 1, Word 1, Agasthiyar Colony. , 4.Chenbagaramanputhoor (P) Block 2, Ward 1, Owaiyar Colony. , 5.Chenbagaraman puthoor(R.V) and
(P) Block 1, 3,Ward 1, Yogeeswarar Colony. , 6.Chenbagaraman puthoor (R.V) and (P) Block 3, Ward 1, Bharathi Nagar. , 7.Chenbagaraman puthoor (R.V) and  (P) Block 3,4, Ward 1, Cenbagaramanputhoor Mainroad.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
65,229,65,"Govt.  Hr Sec School, Chenbagaramanputhoor,
,  West Middle Building Northern Portion - 629304","1.Chenbagaraman puthoor(R.V) AND  (P) Block 4, Ward 1, Ramaswami Nagar. , 2.Chenbagaraman puthoor (R,V) and  (P). Block 4, Ward 1, Kattalai Puthoor, Ghandhi Nagar. , 3.Chenbagaraman puthoor (R.V) and (P). Block 5, Ward 1, Chithambarampuram, Ghandhi Nagar. , 4.Chenbagaraman puthoor(R.V) and  (P) Block 1, 3, 6, Ward 1, Aathichanputhoor, Aathichanputhoor Colony. , 5.Chenbagaraman puthoor (R,V) and
(P) Block 7, Ward 1. Inthira Colony. , 6.Chenbagaraman Puthoor(R.V) and (P) Block 7,8 Ward 3, Vadakkoor, Vadakku Street. , 7.Chenbagaraman puthoor (R.V) and (P) Block 8, 9, Ward 3, Yadhavar Vadakku theru.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
66,229,66,"Govt. Hr Sec School, Chenbagaramanputhoor,
, Central Building West Portion - 629304","1.Chenbagaraman puthoor (R.V) and ( P) Block 7,13,19, Ward 3, Bethel Nagar. , 2.Chenbagaraman puthoor(R.V) and (P) Block 8, Ward 3, Centre Street. 3.Chenbagaraman puthoor(R,V) and  (P) Block 8, 9, Ward 3, Vadakkoor Keezha Theru. , 4.Chenbagaraman puthoor (R.V) and (P) Block 9, Ward 3, Vadakkoor Mela Street. , 5.Chenbagaraman puthoor(R.V) and (P) Block 9,10, Ward 3, Chenbagaraman puthoor Main Road. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
67,229,67,"Govt. Hr Sec School, Chenbagaramanputhoor,, South Building Middle Portion - 629304","1.Chenbagaraman puthoor (R.V) and (P) Block 7, 8, Ward 3, Chenbagaraman Puthoor Vadakizhakku. 2.Chenbagaraman puthoor(R.V) and (P) Block 13, Ward 3, Samathuva Puram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
68,229,68,"Govt. Hr Sec School, Chenbagaramanputhoor,
,  Central Building, East Portion - 629304","1.Chenbagaraman puthoor (R.V) and (P) Block 9, 10, 11, Ward 4, Pillaiyar Kovil, Yathavar Street. , 2.Chenbagaraman puthoor (R.V) and (P) Block 10,11, Ward 4, Gangaiyamman Kovil Theru , 3.Chenbagaraman puthoor (R.V) and (P) Block 10, Ward 4, Postoffice Street. , 4.Chenbagaraman puthoor(R.V) and (P) Block 10, 11, Ward 4, Chenbagaraman puthoor Ricemill theru. , 5.Chenbagaraman puthoor (R.V) and (P) Block 11, Ward 4, Chenbagaraman puthoor Rationkadai Street. , 6.Chenbagaraman puthoor(R.V) and(P) Block 10, 11, Ward 4, 5,  Chenbagaraman Puthoor Ezhavar Street. , 7.Chenbagaraman puthoor(R.V) and (P) Block 12, Ward 5, Elainthaiyadi.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
69,229,69,"Govt.  Hr Sec School,
Madhavalayam,,  New Building Middle Portion - 629302","1.Mathavalayam (R.V)  Mathavalayam (P) Block 1, 6, 8, Ward 1, Kaatharshapuram. , 2.Mathavalayam (R.V)  Mathavalayam (P) Block 2, Ward 1, Maitheenpuram",All Voters
70,229,70,"Govt.  Hr Sec School, Madhavalayam,,  New Building, Central  Protion
- 629302","1.Mathavalayam (R.V)  Mathavalayam (P) Block 3, 6, Ward 2, Puliyanvilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
71,229,71,"Govt.  Hr Sec  School, Madhavalayam, , New Building, North Protion -
629302","1.Mathavalayam (R.V)  Mathavalayam (P) Block 5, 6, Ward 3, Cholapuram, Pattarkulam. , 2.Mathavalayam (R.V)  Mathavalayam
(P) Block 4, Ward 4,  Nesavalar colony.",All Voters
72,229,72,"Govt.  Hr Sec School, Madhavalayam, , New Building Middle Portion - 629302","1.Mathavalayam (R.V)  Mathavalayam (P) Block 7, 8, Ward 3, 5, 7, Mathavalayam East , 2.Mathavalayam (R.V)  Mathavalayam (P) Block 2, 7, 8, Ward 1 Mathavalayam.99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
73,229,73,"Govt.  Hr. Sec. School, Aralvoimozhy Vadakkoor,, Nabard Building South Portion - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 1, Ward 1, Aralvoimozhi Vadakkoor. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 1, 3, 4, Ward 1, 2,  Aralvoimozhi Nadu theru , 3.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 4, Ward 4, Kattunayakkan Kudieruppu.99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
74,229,74,"Govt.  Hr. Sec. School,
Aralvoimozhy Vadakkoor, , Nabard Building North  Portion - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 3, 8, 9, 10, Ward 4, Thanumalayan puthoor Naduvoor99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
75,229,75,"Govt.  Primary School, Aralvoimozhy Vadakkoor, Vadakoor, (New concret Building) - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 2, 5, Ward 2, Inthira Nagar. , 2.Aralvoimozhi (R.V) and (T.P) Block 2, 5, Ward 3, Meenakshiamman Kovil Street. , 3.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 2, 5, Ward 3,  Kattunayakkan Street.99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
76,229,76,"Govt.  Primary School, Aralvoimozhy Vadakkoor, Vadakoor, (New concret Building) -
629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 2, 5, Ward 2, Keezha theru. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 2, 5, Ward 2, Mela Theru.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
77,229,77,"Govt.  Primary School, Aralvoimozhy Vadakkoor, Vadakoor, (Add. North Portion) -
629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 11, Ward  5, Thanumalyan Puthoor West. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 11, 12 , Ward 5, Mission kudieruppu Vadakku, Peria Theru.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
78,229,78,"Govt.  Primary School, Kumarapuram, , East Building South  Portion -
629301","1.Kumarapuram (R.V) Aralvoimozhi (T.P) Block 6, 27, Ward 16 Kumara puram,Vadakku..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
79,229,79,"Govt.  High School, Kumarapuram, ,  North Building East  Portion - 629301","1.Aralvoimozhi (R.V) and (T.P) Block 6, Ward 18, Kannupothai. , 2.Kumarapuram (R.V) Aralvoimozhi (T.P) Block 6, Ward 18, Kannappa nalloor , 3.Kumarapuram (R.V) Aralvoimozhi (T.P) Block 6, 27 . Ward 18, Yadhavarkudieruppu. , 5.Kumarapuram (R.V)
Aralvoimozhi (T.P) Block 6, 27, Ward 18, Kumarapuram South..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
80,229,80,"Govt.  Primary School, Thanumalayanputhoor, , North Portion, Central Building - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8,18, Ward 15, Aralvoimozhi Main Road. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 16, Tamil Nagar. , 3.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 16, Kamarajar Nagar.
, 4.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 16,
M.G.R. Nagar. , 5.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 16, Indira Koottu kudieruppu..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
81,229,81,"Govt.  Primary School, Thanumalaiyanputhoor,
, North Portion Middle Side - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 15, Ghanthi nagar. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, 8, Ward 15, Vanigar Theru. , 3.Aralvoimozhi (R.V) and (T.P) Block 8, Ward 17, Aralvoimozhi Main Road. , 4.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 15, Kamarajarputhoor. , 5.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 16,  V.T.C. Nagar..,6.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 8, Ward 15, Ghandhi nagar. , 4.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, Ward 16, Subash nagar. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
82,229,82,"Govt.  Primary School, Mooventhar nagar, , East Portion - 629301","1.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, 8, Ward 17, Muppanthal nagar. , 2.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, 8, Ward 17, Mooventhar nagar. , 3.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, Ward 17, Maruthuvar colony. , 4.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, Ward 17 Bharathi nagar. , 5.Aralvoimozhi North (R.V) Aralvoimozhi (T.P) Block 7, Ward 17 Avaiyar nagar..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
83,229,83,"Lutheran Primary School, Azhagianagar,  , ArEast Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, 14, Ward
13, Thittuvilai Main Road ,  2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, 14, Ward 13,14,  Poigai Nagar. , 3.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, Ward 13, Kirubai Nagar. , 4.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, Ward 13, Soloman Nagar..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
84,229,84,"Lutheran Primary School,
Azhagianagar, Aralvoimozhy, , West Building North Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, Ward 13, Chiristhu nagar. ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
85,229,85,"Lutheran Primary School, Azhagianagar, Aralvoimozhy, , South Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 15, Ward 15, Azhagia Nagar. , 2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 15, Ward 15, Inthira Colony. , 3.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 15, Ward 15, Villavilai. , 4.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, Ward 13, Isac Street , 5.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 13, Ward 13, Kovil street. , 6.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 14, Ward 14,  Azhagia Nagar. , 7.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 14, Ward 14, B.C. Colony..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
86,229,86,"Govt. Primary School,Aral Perumalpuram,,  New Building - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 16, Ward 8,
Meenakshipuram. , 2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 17, ward 10, perumalpuram north, , 3.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 19, Ward 11, Perumalpuram South.
, 4.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 18, Ward 16, North Perumal puram..,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
87,229,87,"Govt. Primary
School,Aral Perumalpuram, , (South Building) East Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 21, Ward  9, Ganeshapuram. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
88,229,88,"Govt. Primary School,Aral Perumalpuram, , New Additional Building East Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 21, Ward  9, Arockianagar , 2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 21, Ward  9,  Malaikinaru Theru. , 3.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 21, Ward 9,  Villavilai..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
89,229,89,"Govt.  High School, Aral Perumalpuram,,  (South Building) East  Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 20, Ward 12, Perumalpuram Vadakku. , 1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 19, 22, 23, 24, Ward 12, Perumalpuram Therku..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
90,229,90,"Govt.  High School, AralPerumalpuram,, South Middle Building -
629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 19, 22, 23, 24, Ward 12, Perumalpuram Therku..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
91,229,91,"Govt. High School, Aral
Perumalpuram, , New South BuildingWest Portion - 629301","2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 23, 24, Ward 13,  Subramaniapuram..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
92,229,92,"R. C.Middle School, Kurusady, , North Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 25, Ward 14, Karuppanvilai. , 2.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 25, 26, Ward 14, Kurusadi South. , 3.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 25, Ward 14, Balaji Nagar. , 4.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 26, Ward 14, Mangamma Salai..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
93,229,93,"R. C.Middle School, Kurusady, , South
Portion - 629301","1.Aralvoimozhi South (R.V) Aralvoimozhi (T.P) Block 25, 26 , Ward 14,  Kurusadi North..,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
94,229,94,"Govt.  Hr Sec Schoo Thovalai, , West Portion -
629302","1.Thovalai (R.V) and (P) Block 10, 11, 12, 13, 14, Ward 1, 2, 3
Thovalai Vadakkoor.,                       (Door No: 1- 13 to 12 - 104) 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
95,229,95,"Govt. Hr Sec Schoo Thovalai , West Middle Portion - 629301","Thovalai (R.V) and (P), Block 13, 14, Ward 1, 2, 3  Thovalai Vadakkoor.                                             (Door No:13 to 15-135H) 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
96,229,96,"Govt.  Primary  School Thovalai, , East Building South Portion - 629302","1.Thovalai (R.V) and (P) Block 2, 3, 5, 6, 7, 10, Ward  2, 3, Thovalai Krishnanputhoor, Maravar kudieruppu. , 2.Thovalai (R.V) and (P) Block 5, 6, 7,  Ward  3,  Lalithambika Nagar. , 3.Thovalai (R.V) and
(P) Block 7, 10, 11, 12, 13, 14, Ward 1, 2, 3, 4 Thovalai Vadakkoor Panikkar Street..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
97,229,97,"Govt.  Primary  School Thovalai, , East Portion Central Side - 629302","1.Thovalai (R.V) and (P) Block 1, 2, Ward 1, 2, Kamal Nagar. ,
2.Thovalai (R.V) and (P) Block 1, 3, 6, Ward 2, Annanagar. ,
3.Thovalai (R.V) and (P) Block 1, 2, Ward 2  Pannaivilai. , 4.Thovalai (R.V) and (P) Block 3, 11, 15, Ward 3, Subramaniapuram. ,
5.Thovalai (R.V) and (P) Block 1, 3, 4, 5, 6, 7, Ward  3, Krishnan puthoor..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
98,229,98,"Govt.  Hr Sec  School,
Thovalai, ,  Middle New Building, East Portion 629302","1.Thovalai (R.V) and (P) Block 4, 5, 6,  Ward 2, Krishnanputhoor. ,
2.Thovalai (R.V) and (P) Block 1, 3, 4, Ward 2, 3 Pookkadai Street..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
99,229,99,"Govt.  Hr Sec  School, Thovalai, , Middle New Building Middle Portion -
629302","1.Thovalai (R.V) and (P) Block 7, 8, Ward 4, Pandrapuram. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
100,229,100,"Govt. Hr Sec School, Thovalai, , Middle New Building West Portion -
629302","1.Thovalai (R.V) and (P) Block 7, 8, Ward 4 Puthoor  Colony. ,
2.Thovalai (R.V) and (P) Block 7, 8, 9, Ward 4, Puthoor Colony. ,
3.Thovalai (R.V) and (P) Block 7, 10, Ward 4, Puthoor..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
101,229,101,"Anganwadi Chisthu Nagar - 629302, Chisthu Nagar - 629302","1.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 5, Ward 1 Sahayanagar , 2.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 6, Ward 1 Meenachi Nagar. , 3.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 6, Ward 1, Kamaraj Street. , 4.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 6, Ward 4, Subiramaniypuram. , 5.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 6, Ward 5, Chirsthu Nagar..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
102,229,102,"Govt.  Primary School, Viswasapuram, West Portion - 629302","1.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 8, 9, Ward 4, Veeramarthandanputhoor. , 2.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 10, Ward 4, Pottalputhoor, Visuvasapuram. , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
103,229,103,"Govt. Primary School, Viswasapuram,,  East Portion - 629302","1.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 10, Ward 4, Pandarapuram. , 2.Veeramarthandanputhoor (R.V) Sagayanagar
(p) Block 10, Ward 4, Rajive Nagar. , 3.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 6,11, Ward 4, Thirumalaipuram..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
104,229,104,"Anganwadi Ananthapathmanabapur am, Sahaya Nagar - 629305, Sahaya Nagar -
629305","1.Shunmugapuram (R.V) Sahayanagar (P) Block 1,14, 15, Ward 3, Ananthapathmanabapuram , 2.Shunmugapuram (R.V) Sahayanagar (P) Block 16, Ward 3, Maitheenpuram..,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
105,229,105,"Panchayat Office,  New Building Sahayanagar, , Sahaya Nagar - 629305","1.Shunmugapuram (R.V) Sahayanagar (P) Block 4, Ward 2,
Otthamarakkudi. , 2.Shunmugapuram (R.V) Sahayanagar (P) Block 6, 14, 16, Ward 2, 3,  Shunmugapuram. , 3.Shunmugapuram (R.V)
Sahayanagar (P) Block 14, 15 Ward 3, Asiriyarkudieruppu. , 4.Shunmugapuram (R.V) Sahayanagar (P) Block 16, Ward 3,
Balamarthandapuram.",All Voters
106,229,106,"Govt.  High School , Vellamadam, , Main Building East Portion - 629305","1.Shunmugapuram (R.V) Sahayanagar (P) Block 1, 2, Ward 2, Aathithapuram. , 2.Shunmugapuram (R.V) Sahayanagar (P) Block 2, Ward 2, Gandhi Nagar. , 3.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 3, 7, Ward 5, Vandaneri. , 4.Shunmugapuram (R.V) Sahayanagar (P) Block 4, Ward 2, Ellathar Street. , 5.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 5, 12, Ward 2, Sahaya Nagar. , 6.Veeramarthandanputhoor (R.V) Sagayanagar (p) Block 12, Ward 5,  Sivagnanapuram. , 7.Shunmugapuram (R.V) Sahayanagar (P) Block 1, Ward 2, Athithapuram. , 8.Veeramarthandanputhoor (R.V) Sagayanagar
(p) Block 4, Ward 2, Puthukollimalai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
