sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
186,229,186,"Govt.  Higher Secondary School,Sundapattivilai, , New Building, Western Portion -629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Block 13, Thikkilanvilai, Keerivilai",All Voters
187,229,187,"Govt.  Middle School, Kattadithattu, , Main Building, North Portion -
629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Ward 2, Block 23, Elanthaiyadithattu , 2.Dharmapuram North (R.V.), Dharmapuram
(P) Block 24, Kattadithattu.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
188,229,188,"Govt.  Middle School, Kattadithattu, , Main Building, South Portion - 629501","1.Dharmapuram North (R.V.), Dharmapuram (P) Ward 5, Block 25, Nankooranpilavilai , 2.Dharmapuram North (R.V.), Dharmapuram
(P) Block 53, Manakavilai, Sempon Colony , 3.Dharmapuram North (R.V.), Dharmapuram (P) Block 25,53, Dharmapuram , 4.Dharmapuram North (R.V.), Dharmapuram (P) Block 24, Kattradithattu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
189,229,189,"Govt.  Primary School, Puthoor, , Main Building, North Portion - 629501","1.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 11, Puthoor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
190,229,190,"Govt.  Primary School, Puthoor, , South Side New Building - 629501","1.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 17, East Paulkinathanvilai, Panavilai , 2.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 17, Panavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
191,229,191,"Govt.  High School, Puthoor, , Front New Building - 629501","1.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 26,
Neduvilai , 2.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 27,51,52, Mangavilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
192,229,192,"Govt.  High School, Puthoor,  , New Building back side - 629501","1.Dharmapuram South (R.V.), Dharmapuram (P) Ward 5, Block 26,50, Pilavilai , 2.Dharmapuram South (R.V.), Dharmapuram (P) Ward 4, Block 18,46, Puthoor.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
193,229,193,"Govt.  Primary School,
Aathikkattuvilai,,  Nort Portion - 629501","1.Mathusoothanapuram South  (R.V.), Aathikattuvilai (P) Ward 2,
Block 1,2,3,4,5, Aathikattuvilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
194,229,194,"Govt.  Primary School, Aathikkattuvilai,,  South Portion - 629501","1.Mathusoothanapuram South (R.V.), Aathikattuvilai (P) Block 1,2,3, Thamaraikuttivilai , 2.Mathusoothanapuram South  (R.V.), Aathikattuvilai (P) Block 1,2,3,4, Pillayarpuram , 3.Mathusoothanapuram South (R.V.), Aathikattuvilai (P) Ward 2, Block 4,5, Aathikattuvilai.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
195,229,195,"Govt.   Middle School, Melakrishnanputhoor,
,Main Building, Western Portion - 629601","1.Mathusoothanapuram South  (R.V.), Pallamthurai (P) Ward 1,
Block 1, Yathavan Kuruncolony, Kurunchalianvilai , 2.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 1, Block 2, Kezhakrishnanputhoor ,  99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
196,229,196,"Govt. Middle School,
Melakrishnanputhoor, ,, Main Building, East Portion - 629601","1.Thengamputhoor (R.V.), Pallamthurai (P) Ward 5, Block 4,
Nainaputhoor North , 2.Thengamputhoor (R.V.), Pallamthurai (P) Ward 1, Block 5, Nainaputhoor South.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
197,229,197,"Govt.   Middle School, Melakrishnanputhoor,
,Main Building, Western Portion - 629601","1.Mathusoothanapuram South (R.V.), Melakrishnanputhoor (P) Ward 1, Block 1,2,5,6, Melakrishnanputhoor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
198,229,198,"Govt.   Middle School, Melakrishnanputhoor,
,Main Building, Western Portion - 629601","1.Dharmapuram South (R.V.), Melakrishnanputhoor (P) Block 1,5, Narayanvilai, Kaliyanvilai , 2.Mathusoothanapuram (R.V.), Melakrishnanputhoor (P) Block 5, Athikattuvilai, Pillayarpuram , 3.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 1, Block 3, Ramanputhoor.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
199,229,199,"Kanniyakumary District Central Coir Sales Co-operative Society, Ethamozhy,, Office Room","1.Dharmapuram (R.V.) And (P) Ward 3,4, Block 32,34, Eathamozhi (Vellalar Street) , 2.Dharmapuram (R.V.) And (P) Ward 3, Block 19,33, Ethamozhi , 3,.Dharmapuram (R.V.) And (P) Ward 3, Block 30,31, Periyavilai , 4..Dharmapuram (R.V.) And (P) Block 40,41, Periyavilai ,99.OVERSEAS ELECTORS",All Voters
200,229,200,"Kanniyakumary District Central Coir Sales Co-operative Society, Ethamozhy,, Supervisor
Room","1.Dharmapuram (R.V.) And (P) Ward 3, Block 31, Kodikal Colony, Kalichanthoppu , 2.Dharmapuram (R.V.) And (P) Ward 3, Block 20,30, Therimelvilai ,  ,3.Dharmapuram (R.V.) And (P) Block 46, East Paulkinathanvilai ,99.OVERSEAS ELECTORS",All Voters
201,229,201,"Govt.  Higher Secondary School,   , Sundapattivilai, ,  East Middle Building, East
Portion. Room No.13","1.Dharmapuram (R.V.) And (P) Ward 3, Block 39, Putthan Muhilanvilai , 2.Dharmapuram (R.V.) And (P) Block 39, Vellamodivilai , 3.Dharmapuram (R.V.) And (P) Ward 3, Block 22,29, Koiyanvilai ,99.OVERSEAS ELECTORS",All Voters
202,229,202,"Kanniyakumari Dist. Central Coir Sales Co-operative Society Ethamozhi, , Office Room
- 629501","1.Dharmapuram (R.V.) And (P) Ward 3, Block 32, Eathamozhi , 2.Dharmapuram (R.V.) And (P) Ward 4, Block 35, Kalveerianvilai , 3.Dharmapuram (R.V.) And (P) Ward 4, Block 37, Eayanvilai , 4.Dharmapuram (R.V.) And (P) Ward 3, Block 31,35, South Paulkinnathanvilai, Thondaiman Colony ,5.Dharmapuram (R.V.) And (P) Block 40,41, Paulkinathanvilai , ,99.OVERSEAS ELECTORS",All Voters
203,229,203,"St. Antony's. Primary School, Periakadu Thurai
,  North Building  West Portion , Science Lab","1.Dharmapuram(s.p.) Ward-4, block-42, Periacaud thurai , 2.Dharmapuram (R.V.) And (P) Ward 4, Block 36, Kumaranditharuvai , 99.OVERSEAS ELECTORS",All Voters
204,229,204,"St.  Marys High School, Kesavanputhenthurai, , Main Building, East Portion - 629501","1.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2,3, Block 4,8, Rayappar South Street , 2.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2, Block 4, Micheal South Street , 3.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2, Block 5,7, Siluvaiyar Street , 4.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2, Block 5, Church Street , 5.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2,3, Block 5,6, Rayappar North Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
205,229,205,"St.  Marys High School, Kesavanputhenthurai, , Main Building, Middle Portion - 629501","1.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 2, Block 7, Kovil South Street , 2.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 3, Block 8 , Micheal Street , 3.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 3, Block 9, Rayappar Street.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
206,229,206,"St.  Marys Middle School, Pozhikarai, , Main Building, East Portion - 629501","1.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 4,
Block 10,11,13, Anthoniyar South Street , 2.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 4, Block 10, Antoniyar North Street , 3.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 4, Block 10,11,12, Church Street , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
207,229,207,"St. Marys Middle School, Pozhikarai, , Main Building, West Portion - 629501","1.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 4, Block 10, Saveriyar Street , 2.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 4, Block 12, Sahayamatha Street , 3.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 14, Block 13, Saveriyar South Street.,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
208,229,208,"Infant Jesus Middle
School,  Puthenthurai, , West New Building, North  Portion - 629501","1.Dharmapuram East (R.V.), Kesavanputhenthurai (P) Ward 1, Block 1,2,3, Antoniyar Street.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
209,229,209,"Infant Jesus Middle School,  Puthenthurai,, West New Building, South Portion - 629501","1.Dharmapuram East (R.V.), Melakrishnanputhoor (P) Ward 1,
Block 2, Georgiar Street , 2.Dharmapuram East (R.V.), Melakrishnanputhoor (P) Ward 1, Block 2, Arockia Nagar , 3.Dharmapuram East (R.V.), Melakrishnanputhoori (P) Ward 1, Block 3, Church Street , 4.Dharmapuram East (R.V.), Melakrishnanputhoor (P) Ward 1, Block 3, Chemponkarai, Pallathoor East , 5.Dharmapuram East (R.V.), Melakrishnanputhoor (P) Ward 1, Block 3, Chemponkarai , 6.Dharmapuram East (R.V.), Melakrishnanputhoor (P) Ward 1, Block 3, Chemponkarai West.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
210,229,210,"St.  Jude Thatheyus Higher Sec  School, Pallamthurai, , South Building, East Portion -
629601","1.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 2, Block 6, Pallamthurai North.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
211,229,211,"St.  Jude Thatheyus Higher Sec  School, Pallamthurai,,  South Building, East Portion -
629601","1.Mathusoothanapuram South (R.V.), Pallamthurai (P) Block 6, Tsunami Camp , 2.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 2, Block 6, Pallamthurai North.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
212,229,212,"St.  Jude Thatheryus Higher Sec School Pallamthurai,,  South Building, West Portion -
629601","1.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 3, Block 7, Pallamthurai Main Road , 2.Mathusoothanapuram South (R.V.), Pallamthurai (P) Block 8, Tsunami Camp.,99.OVERSEAS ELECTORS",All Voters
213,229,213,"Pallamthurai Panchayat Sevai Maiyam (Annai Nagar) - 629601, (Annai Nagar) - 629601","1.Mathusoothanapuram South (R.V.), Pallamthurai (P) Ward 4, Block 8, Pallamthurai East.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
214,229,214,"Govt.  Primary School, Manavalapuram,,  New Building, - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 1, Block 1, Manavalapuram, Kalladivilai ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
215,229,215,"Govt. Primary School,
Manavalapuram,, New Building, West Portion - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 2, Block 2, Manavalapuram, Kalladivilai, Sowmiyapuram.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
216,229,216,"LMPC ,  Higher
Secondary School, Puthalam,,  New Building, West Portion - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 3,4, Block 3,4, Puthalam.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
217,229,217,"LMPC ,  Higher
Secondary School, Puthalam, , New Building, West Portion - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 5,6, Block 5, Ariyaperumalvilai, Pethaperumalkudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
218,229,218,"LMPC,  Higher Secondary School,  Puthalam,,  New Building, East Portion - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 4,6, Block 6,8, Pethaperumalkudieruppu ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
219,229,219,"LMPC, Higher Secondary School, Puthalam, , New Building, West Portion Room No : 4 - 629602","1.Puthalam (R.V.), Puthalam (T.P.) Ward 8, Block 6,8, Therivilai South.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
220,229,220,"Govt.  Primary School, Puthalam, , New Building, South West
Portion - 629602","1.Puthalam (RV)Putham (TP), Ward 3,5, Block 3, Puthalam, Ariyaperumalvilai                               (Door No: 1 to 3-193-1) 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
221,229,221,"Govt. Primary School, Puthalam, , New Building North East Portion -
629602","1,Puthalam (RV)Putham (TP), Ward 5,7,9, Block 7, Paulkulam, Ariyaperumalvilai                               (Door No: 4 to 7-108) 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
222,229,222,"Govt.  Primary School,
Thengamputhoor  , North Building West Portion- 629603","1.Thengamputhoor (RV)Putham (TP) Ward 11, Block 13, Panikkankudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
223,229,223,"Govt.  Primary School, Thengamputhoor,, South Building - 629603","1.Thengamputhoor (R.V.), Puthalam (T.P.) Ward 7,9, Block 9, Aruthakuttyvilai.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
224,229,224,"Govt.  Primary School, Thengamputhoor, , South West Building - 629603","1.Thengamputhoor (R.V.), Puthalam (T.P.) Ward 10,11, Block 10,11, Thengamputhoor , 2.Thengamputhoor (R.V.), Puthalam (T.P.) Ward 12, Panikkankudieruppu.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
225,229,225,"Govt.  Middle School, Chothavilai, , Main Building, West Portion -
629602","1.Puthalam (RV) Putham (TP) Ward 11, Block 14, Malaianinthankudieruppu , 2.Puthalam (RV) Putham (TP) Ward 11, Block 15, Nainaputhoor.,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
226,229,226,"Govt.  Middle School,
Chothavilai, , Main Building, Central  Portion
- 629602","1.Puthalam (RV) Putham (TP) Ward 10,13,15, Block 17, Chothavilai, Panankottanvilai ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
227,229,227,"Govt. Middle School, Chothavilai, , Main Building, East Portion - 629602","1.Puthalam (RV) Putham (TP) Ward 15, Block 16, Veerapagupathi ,
2.Puthalam (RV) Putham (TP) Ward 15, Block 16, Ambalapathy ,
3.Puthalam (RV) Putham (TP) Ward 15, Block 16, Dwaragapathy.,4
- Puthalam (RV) Putham (TP), Ward 10,13,15, Block 10,11,16,Usaravilai, 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
228,229,228,"Govt.  Middle School, Chothavilai, , East Building, South Portion -
629602","1.Puthalam (RV) Putham (TP) Ward 14, Block 8,18,19, Chothavila.,99.OVERSEAS ELECTORS OVERSEAS ELECTORSi",All Voters
229,229,229,"St.  Andrews Primary
School, Manakudithurai,,  New Building, Middle East Portion - 629602","1.Puthalam (R.V.), Manakudy (P) Ward 3, Block 1,2,5,6, Manakudy.,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
230,229,230,"St.  Andrews Primary
School, Manakudithurai,,  New Building, East Portion - 629602","1.Puthalam  (R.V.), Mankudy (P) Ward 4, Block 2,6, Tsunami Camp, Manavalapuram , 2.Puthalam  (R.V.), Mankudy (P) Ward 3, Block 6, Manakudy,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
231,229,231,"St.  Andrews Primary School,  Manakudithurai,
, New Building, West Portion - 629602","1.Puthalam (RV) Putham (TP) Ward 4, Block 1,6, Manakudy,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
232,229,232,"St.  Andrews Primary
School, Manakudithurai,,  New Building, East Side Portion - 629602","1.Puthalam  (R.V.), Mankudy (P) Ward 4, Block 1,6, Manakudy,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
233,229,233,"St.  Antonys Middle
School, Senbagaramanputhenth urai, , Main Building, East Portion - 629602","1.South Thamaraikulam (R.V.), Manakudy (P) Ward 1,2, Block 3,4,7, Senbhagaramanputhenthurai,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
234,229,234,"St.  Antonys Middle
School, Senbagaramanputhenth urai, , Main Building, East Portion - 629602","1.South Thamaraikulam (R.V.), Manakudy (P) Ward 1,2, Block 3,4,7, Senbhagaramanputhenthurai,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
235,229,235,"Govt.  High School, Eraviputhoor,,  New Building, South Portion -
629402","1.Eraviputhoor (R.V.), Eraviputhoor (P) Ward 2, Block 2, Eraviputhoor (Anna Street), East Street,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
236,229,236,"Govt.  High School, Eraviputhoor,,  New Building, South Portion - 629402","1.Eraviputhoor (R.V.), Eraviputhoor (P) Ward 1, Block 1, Eraviputhoor (Middle Street) , 2.Eraviputhoor (R.V.), Eraviputhoor
(P) Ward 2, Block 5, Anathapuram (Koothadi Colony) , 3.Eraviputhoor (R.V.), Eraviputhoor (P) Ward 1, Block 1, Eraviputhoor North Street, West Street,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
237,229,237,"Govt.  High School,
Nalloor, ,  Main Tiled Building West Portion - 629704","1.Nalloor (R.V.), Nalloor (P) Ward 1, Block 1, Theroor Colony, Marukalthalai, Athanimarkulam,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
238,229,238,"Govt.  High School, Nalloor, , Main Tiled Building East  Portion -
629704","1.Nalloor (R.V.), Nalloor (P) Ward 1, Block 2, Nalloor, East Street, Konavilai, Nalloor,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
239,229,239,"Govt.  Middle School, Nalloor, , West New Building Eastern Portion -
629704","1.Nalloor (R.V.), Nalloor (P) Ward 2, Block 3, Thanumalaiyanputhoor, Vishnupuram,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
240,229,240,"Govt.  Middle School,
Nalloor, , West New Building, West Portion - 629704","1.Nalloor (R.V.), Nalloor (P) Ward 3, Block 4, Pallavilai , 2.Nalloor (R.V.), Nalloor (P) Ward 1,4, Block 2,5 Nalloor,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
241,229,241,"L. M.S. Hr. Sec. School, Jamestown,
Bicentenary,  Block North West Portion - 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 1,2, Block 1,2, Pitchaikudieruppu, Parappuvilai , 2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 1,2, Block 1,2, Jamestown,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
242,229,242,"L. M.S. Hr. Sec. School, Jamestown,,  Rev.James
Russel Block South Portion - 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 3,4,5, Block 3,4,
North Bhagavathipuram, Mettuvilai , 2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 5, Block 5, Sivasubramaniapuram,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
243,229,243,"L. M.S. Hr. Sec. School, Jamestown, ,
Bicentenary Block South East Portion - 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 4,5, Sankaralingapuram, Lekshmipuram,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
244,229,244,"L. M.S. Hr. Sec. School, Jamestown, , Rev.James
Russel Block North Portion - 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 4,5,6, Block 6,7 Puthukudieruppu , ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
245,229,245,"L. M.S. Hr. Sec. School, Jamestown, ,
Bicentenary Block, Middle Portion - 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 6, Block 7, Anjugramam, Senbagaramapuram ,2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 4,5,6,7, Block 6,7,8, Sivaramapuram,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
246,229,246,"Govt.   High School, Kanagappapuram,, New Building, North Portion","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 7, Block 9, Pranthaneri , 2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 7, Block 10, Kanimadam North , ,99.OVERSEAS ELECTORS OVERSEAS
ELECTORS",All Voters
247,229,247,"Govt.   High School, Kanagappapuram,, New Building, South Portion","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 7,9,10, Block 9,10,11,12, Kanimadam South,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
248,229,248,"Govt.  High School, Kanagappapuram,, Main Building","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 11, Block 13, Kanakappapuram South , 2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 14, Block 14, Aalivilai, Rasthakadu , 3.Anjugramam (R.V.), Anjugramam (T.P.) Ward 10, Block 12, Kanakappapuram North , 4.Anjugramam (R.V.), Anjugramam (T.P.) Ward 7, Block 10, Kanimadam North,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
249,229,249,"Govt.  Hr.Sec School, Variyoor, , East Building -
629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 12, Block 15,16 Mettukudieruppu,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
250,229,250,"Govt.   Higher Sec School, Variyoor, , West Building
- 629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 13,14, Block 17,18, Paulkulam, Variyoor, Jeeva Nagar,
2.Anjugramam (R.V.), Anjugramam (T.P.) Ward 13,14, Block 17,18, Kudisai Matru Variyam  Apartment  (New
Paraikankal) 99.OVERSEAS ELECTORS",All Voters
251,229,251,"Govt. Higher Sec School, Variyoor, ,  North Terraced Building -
629401","1.Anjugramam (R.V.), Anjugramam (T.P.) Ward 15, Block 20, Sreelekshmipuram, Mettukudieruppu,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
252,229,252,"Govt.  Middle School,
Pottalkulam,,  Middle Portion - 629401","1.Azhagappapuram (R.V.), Anjugramam (T.P.) Ward 1,14, Block
1,2, Pottalkulam South , 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
253,229,253,"Govt. Middle School, Pottalkulam,,  South Building Middle Portion - 629401","1.Azhagappapuram (R.V) Azhagappapuram (TP) , Ward 1, Block 1, Veathmonickapuram, Punnarkulam,2.Azhagappapuram (R.V.), Anjugramam (T.P.) Ward 14, Block 2, C.S.I. Church Street , 3.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 14, Block 2, Velankanni Church Street,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
254,229,254,"Govt.  Middle School, Pottalkulam,,  North Portion - 629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 15, Block 3, Pottalkulam North , 2.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 15, Block 3, Velankanni Street , 3.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 15, Block 3, Prankimoodu 99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
255,229,255,"St.  Antonys Primary School, Azhagappapuram, , New Building, North Portion -
629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 3, Block 5, Indira Colony ,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
256,229,256,"St. Antonys Primary School, Azhagappapuram, , New Building South West Portion 629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 8,9, Block 7, Melavilai, Singaraveethi, Louis Street , 2.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 9, Block 8, Melavilai (Kovil Street) , 3.Azhgappapuram (R.V.), Azhagappapuram (T.P.) Ward 12, Block 14, Melavilai (Theppakula Street),99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
257,229,257,"St.  Antonys Primary School, Azhagappapuram, , New Building, Central  Portion
- 629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 2, Block 4, Thirumoola Nagar , 2.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 3,4, Block 5, Kurusumalai Street, Anbusalai , 3.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 8,9, Block 7, Anbusalai (Singaraveethi) , 4.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 9, Block 8, Anbusalai (Kovilsalai) , 5.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 12, Block 14, Anbusalai (Theppapukula Street),99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
258,229,258,"St. Joseph Girls High
School, Azhagappapuram,,  East Portion - 629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 4,5,6, Block 6, Hospital Road, Solomon Street, Valentian Street,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
259,229,259,"St. Joseph Girls High School, Azhagappapuram, , West Portion - 629401","1.Azhagappapuram (R.V), Azhagappauram (T.P.) Ward 6, Block 15, Bhagavathipuram South , 2.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 4,5,6, Block 6, Hospital Road, Solomon Street, Valentian Street,99.OVERSEAS ELECTORS
OVERSEAS ELECTORS",All Voters
260,229,260,"St.  Antonys Hr. Secondary School, Azhagappapuram,, West Building South
Portion- 629401","1,Azhagappapuram (R.V.), Azhagappapuram (T.P.), Ward 7,11,12,10, Block 9,10,11 Kamarajar Street  (Door No: 1-212 to 11
- 170)    99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
261,229,261,"St. Antonys Hr. Secondary School, Azhagappapuram, , West Building Middle Portion -
62401","2,Azhagappapuram (R.V.), Azhagappapuram (T.P.), Ward 7,11,12,10, Block 11,12,13, Kamarajar Street (Door No: 11-171 to 11 - 198)         99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
262,229,262,"St.  Antonys Higher Sec
School, Azhagappapuram,, Main Building, Noth Portion - 629401","1.Azhagappapuram (R.V.), Azhagappapuram (T.P.) Ward 7,10,11, Block 9,10,11,12,13, Muslim Street, CSI Church Street, Panchayat Street, George Street,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
263,229,263,"Govt.  Primary School, Mylaudy East,,  D.D Tiled Building South Portion -
629403","1.Mylaudy (R.V.), Mylaudy (T.P.) Ward 1,5,14, Block 1,7, Mylaudyputhoor,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
264,229,264,"Govt.  Primary School, Mylaudy West,,  New East Building South
Portion - 629403","1.Mylaudy (R.V.), Mylaudy (T.P.) Ward 5,14, Block 7, Marthandapuram,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
265,229,265,"Govt.  Primary School,
Mylaudy East, , East North New Building - 629403","1.Mylaudy (R.V.), Mylaudy (T.P.) Ward 10,11, Block 12, Marthandapuram North,99.OVERSEAS ELECTORS OVERSEAS ELECTORS",All Voters
266,229,266,"Govt.  Primary School, Mylaudy East,,  East North New Building - 629403","1.Mylaudy (R.V.), Mylaudy (T.P.) Ward 12, Block 13, Marthandapuram South , 2.Mylaudy (R.V.), Mylaudy (T.P.) Ward 13, Block 14, Mylaudykudieruppu , 3.Mylaudy (R.V.), Mylaudy (T.P.) Ward 13, Block 14, Mylaudy,99.OVERSEAS ELECTORS",All Voters
