sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
321,224,321,"Bharathiar Corporation  High  School,  Western  side
first  building  southern  face  first room","1.Ward  28  Bharathiyar Street
999.OVERSEAS  ELECTORS",General
322,224,322,"Bharathiar Corporation  High  School,  North
Building   West Side  South  Face   Bharathiyar Street,  Tirunelveli  Town.",Ward  28  Bharathiyar  Street 999.OVERSEAS  ELECTORS,General
323,224,323,"Thaiyammaiammal  Middle  School, East Portion, Northern  Building,  Valampuriamman  Kovil  Street, Tirunelveli  Town.","1.Ward  25  Sathyamoorthi  Street
2.Ward  25  Sandikeswara  Street
3.Ward  25  Theppakulam  East Street
4.Ward  25  North  Car Street
5.Ward  25  Nainarkulam  Road
6.Ward  25  Town  Clup  Lane. 999.OVERSEAS  ELECTORS",General
324,224,324,"Thaiyammai  Ammal  Middle  School, Western Portion,  North  Building,  Valampuriamman  Kovil Street,  Tirunelveli  Town.","1.Ward  25  Valampuriamman  Kovil  Street
2.Ward  28  Manikavasagar Street
3.Ward  25  Swamy  Sannathi  Street
4.Ward28  Sastha  Kovil  Street 999.OVERSEAS  ELECTORS",General
325,224,325,"Thaiyammai  Ammal  Middle  School, Western Portion,  South  Building,  Valampuriamman  Kovil
Street,  Tirunelveli  Town.",1.Ward  28  Kallathi  Street 999.OVERSEAS  ELECTORS,General
326,224,326,"S.T.C.  Puttarathi  Primary School,  West Building, Puttarathiamman  Kovil  Street,  Tirunelvelli  Town.","1.Ward  15  Dharmaraja  Kovil  Street
2.Ward  15  Dharmaraja  Kovil  East  Street
3.Ward  15  Puttarathiamman  Kovil  Mudukku  Street 999.OVERSEAS  ELECTORS",General
327,224,327,"S.T.C.  Puttarathi  Primary School,  East  Building, West  Portion,  Puttarathiamman  Kovil  Street,
Tirunelveli  Town.","1.Ward  15  Puttarathiamman  Kovil  Street
2.Ward  15  Puttarathiamman  Kovil  Street 2. 999.OVERSEAS  ELECTORS",General
328,224,328,"S.T.C.  Puttarathi  Primary School,  East  Building,
North  Portion,  Puttarathiamman  Kovil  Street, Tirunelveli  Town.","1.Ward  15  Puttarathiamman  Kovil  Street
2.Ward  15  Puttarathiamman  Kovil  Street 2. 999.OVERSEAS  ELECTORS",General
329,224,329,Adaikkalamatha  Matriculation  School  West Side Kandiaperi  -II  Village  Tirunelveli  Town  Saliar  Street,"1.Ward  25  Parvatha  Singaraja  Street
2.Ward  16  Karuvelan  Gundru  West Street
3.Ward  16  Baskaran  Street
4.Ward  16  Gandhimathi  Street 999.OVERSEAS  ELECTORS",General
330,224,330,"Adaikkalamatha  Matriculation  School  Middle
Kandiaperi  -II  Village  Tirunelveli  Town  Saliar  Street","1.Ward  16  Karuvelan  Gundru  Street
999.OVERSEAS  ELECTORS",General
331,224,331,"Adaikkalamatha  Matriculation  School  X  Std  Class
Room  Kandiaperi  -II  Village  Tirunelveli  Town  Saliar Street",1.Ward  16  Mohamed  Mushthafa  Street 999.OVERSEAS  ELECTORS,General
332,224,332,"Adaikkalamatha  Matriculation  School  New Building  Kandiaperi  -II  Village  Tirunelveli  Town
Saliar  Street",1.Ward  15  Nethaji  Road. 999.OVERSEAS  ELECTORS,General
333,224,333,"Intergrated  Child  Development  Centre
Karuvelangundru  Street  Tirunelveli  Town","1.Ward  16  Kamatchiamman  Kovil  Street
999.OVERSEAS  ELECTORS",General
334,224,334,"V K  Nursery  and  Primary School  Southern  Side Building  78/1  Akkasalai  Vinayagar Kovil  Street
Tirunelveli  Town",1.Ward  16  Akkasalai  Vinayagar Kovil  Street 999.OVERSEAS  ELECTORS,General
335,224,335,"Adaikkalamatha  Matriculation  School  East  Side
Kandiaperi  -II  Village  Tirunelveli  Town  Saliar  Street","1.Ward  16  North  Anavaratha  Vinayagar Kovil  Street
999.OVERSEAS  ELECTORS",General
336,224,336,"Corporation  Union  Primary  School,  Thiruvalluvar Street,  Dharmaraja  Ward  II,  Main  New  Building, Tirunelveli  Town.","1.Ward  15  Nethaji  Street
2.Ward  16  Kamaraj  Street
3.Ward  16  Veerasaiva  Anaivaratha  Vinayagar  Kovil  Street
4.Ward  16  Nallamuthamman  Kovil  West  Street 999.OVERSEAS  ELECTORS",General
337,224,337,"Corporation  Primary School,  Thiruvalluvar Street, West  Portion,  New  Building,  Dharmaraja Ward  I, Tirunelveli  Town.","1.Ward  15  Thiruvalluvar 3rd  Part
2.Ward  15  Tiruvalluvar  1st  Part
3.Ward  16  Thiruneelagandar Street
4.Ward  16  Nallamuthamman  South  Street
5.Ward  16  Nallamuthamman  Sannathi  Sreet
6.Ward  15  Thiruvalluvar 3rd  Part € 999.OVERSEAS  ELECTORS",General
338,224,338,"Sivashunmugam  Harijan  Primary  School Rajajipuram,  Tirunelveli  Town.","1.Ward  15  Muppidathiamman  Kovil  Street
2.Ward  15  Manthiramoorthi  Middle  Street
3.Ward  15  Rajajipuram 999.OVERSEAS  ELECTORS",General
339,224,339,Child   Centre  Rajajipuram  Centre  Number - 33628090416   Tirunelveli  Town.,"1.Ward  15  Nallakutti  Kudiyiruppu North  Street
2.Ward  15  Nallakutti  Kudiyiruppu Patcheri
3.Ward15  Muppidathiamman  Kovil  North  Street
4.Ward  15  Sankarankovil  Road 999.OVERSEAS  ELECTORS",General
340,224,340,"Presentation  Convent  Matriculation  Higher Secondary School,South  Portion  Ramayanpatti","1.Ward  15  Vaikal  Street
2.Ward  15  Kottaiyadi  Street
3.Ward  15  Parusulla  Thaikka  Street 999.OVERSEAS  ELECTORS",General
341,224,341,"Moorthi  Primary School  Nadar Street  , Kandiyaprei Village","1.Ward  15  Elanthakulam  Devar  Street
2.Ward  15  Elanthakulam  Harijan  Street
3.Ward15  Nadar Jebasthiyar Kovil  Street
4.Ward  15  New  Colony  Vella Kovil  Street 999.OVERSEAS  ELECTORS",General
342,224,342,Integrated  Children's  Centre   Kandiyaperi  -II Centre  Number  -  33628090205  Kandiyaprei  Village,"1.Ward  15  Harijana  Perumal  Kovil  Street
2.Ward  15  Harijana  Ganesan  Kovil  Street
3.Ward  15  Devar South  Street 999.OVERSEAS  ELECTORS",General
343,224,343,"T.D.T.A.  Primary School,  South  Portion, Thachanallur.","1.Ward  14  Theneerkulam  East West  Lane  Street
2.Ward14  Krishnan  Kovil  South  Line
3.Ward  14  Tirunelveli  Road  (Thenpuram) 999.OVERSEAS  ELECTORS",General
344,224,344,"VAO Office,  Chathirampudukulam","1.Ward  14  Theneerkulam  Pajanaimada  Street
2.Ward  14  Theneerkulam  Paul  Pannai  Street
3.Ward  14  Theineerkulam  South  Street  (Vadapuram). 999.OVERSEAS  ELECTORS",General
345,224,345,"T.D.T.A  Primary School,  North  Portion, Thachanallur.","1.Ward  14  Theneerkulam  North  Street
2.Ward   14  Theneerkulam  Lane  Street
3.Ward  14  Ekkaliammn  Kovil  Street
4.Ward  13  Kiramasavadi  Street (West Portion)
5.Ward  13  Kiramasavadi  East  Section
6.Ward  13  Thalavaipuram  School  Street
7.Ward  13  Gangaiamman  Kovil  Street
8.Ward  13  Perumal  Kovil  South  Street
9.Ward  14  Krishnan  Kovil  North  Street 10Ward  14  Theneerkulam  New  Colony 999.OVERSEAS  ELECTORS",General
346,224,346,"Panchayat Union  Primary  School,  Main  Building, West  Portion,  Thachanallur.","1.Ward  14  Periyaamman  Kovil  Street
2.Ward  1  Seeniyappanthiruthu  West Street
3.Ward  1  Balpannai  Street
4.Ward  1  Middle  Street 999.OVERSEAS  ELECTORS",General
347,224,347,Coporation  Primary School  Centre  Portion Thachanallur,"1.Ward  1  North  Street
2.Ward  14  Muthumariamman  Kovil  Street
3.Ward  14  Durgaiamman  Kovil  Street
4.Ward  14  Tirunelveli  Town  Road  Vadapaguthy
5.Ward  14  Tirunelveli  Town  Road  Vadapagam 999.OVERSEAS  ELECTORS",General
348,224,348,"Coporation  Primary School,  North  Side  West Portion  Thachanallur.","1.Ward  1  Selva  Viknesh  Nagar
2.Ward  1  Sankarankovil  Road  (Chatramputhukulam)
3.Ward  1  Sankarankovil  Road 999.OVERSEAS  ELECTORS",General
349,224,349,"Coporation  Primary School  North  Side  East  Portion
Thachanallur","1.Ward  1  Selva  Viknesh  Nagar
999.OVERSEAS  ELECTORS",General
350,224,350,"Kamarajar  Matriculation  School   , Main  building 1st  Room  Madurai  Road  Thachanallur","1.Ward  14  Senaiyar  Street
2.Ward  1  Gandhi  Statue  Street
3.Ward  14  Valajapettai  North  Street
4.Ward  14  Valajapettai  Middle  Street 999.OVERSEAS  ELECTORS",General
351,224,351,"Kamarajar  Matriculation  School   , Main  building 2nd  Room  Madurai  Road  Thachanallur","1.Ward  14  Madurai  Road,
2.Ward  2  Grant  South  Street Madurai  Road
3.Ward  13  Madurai  Road  Tharapuram  Main  Road
4.Ward  1,2  Grant  South  Street
5.Ward  2  East Thangamman  Kovil  Street 999.OVERSEAS  ELECTORS",General
352,224,352,"Kamarajar  Matriculation  School   , Main  building 3rd  Room  Madurai  Road  Thachanallur","1.Ward  1,2  Grant  Middle  Street
2.Ward  1,2  Senaiyar West Street
3.Ward  1,2  Mangala  Kudieruppu  Pillaiyar  Kovil  Street
4.Ward  2  Gokul  Nagar 999.OVERSEAS  ELECTORS",General
353,224,353,"Kamarajar  Matriculation  School   ,North  West Building  Thachanallur","1.Ward  1  Pajanaimada  Street
2.Ward  1  Nalmeippar  Street 999.OVERSEAS  ELECTORS",General
354,224,354,"Venkatasamy Naidu  Hr.Sec.School,  West  Side Chathirampudukulam","1.Ward  1  South  Chidambaranagar Ist  Street
2.Ward  1  South  Chidambaranagar IInd  Street
3.Ward  1  South  Chidambaranagar IIIrd  Street
4.Ward  1  South  Chidambaranagar East Side  of  Road
5.Ward  1  South  Chidambaranagar West Side  of  Road
6.Ward  1  Indra  Nagar (Madurai  Road) 999.OVERSEAS  ELECTORS",General
355,224,355,"Venkatasamy Naidu  Hr.Sec.School,  West  Side  3rd Portion  from   South  Chathirampudukulam","1.Ward  1  North  Chidambaranagar
2.Ward  1  India  Cement  Colony
3.Ward  1  Ganapathy  Mill  Colony (Madurai  Road) 999.OVERSEAS  ELECTORS",General
356,224,356,"Sri  Chithivinayagar Sentamil  VidhyaSalai,  West Portion,  Chatrampudukulam.","1.Ward  1  Chithivinayagar  Kovil  Street
2.Ward  1  Chithivinayagar  North  Street
3.Ward  1  Vannakudi  Street
4.Ward  1  Harijana  Middle  Street South  Street
5.Ward  1  Harijana  Kutti  Street
6.Ward  1  Harijana  North  Street 999.OVERSEAS  ELECTORS",General
357,224,357,"Panchayat Union  Middle  School,  West  Portion, Oorudaiyar Kudieruppu.","1.Ward  14  East  Oorudaiyarkudieruppu  Ist  Street
2.Ward  14  East  Oorudaiyarkudieruppu  IInd  Street
3.Ward  14  East  Oorudaiyarkudieruppu  IIIrd  Street
4.Ward  14  East  Oorudaiyarkudieruppu  Thenvadal  Puthumanai Street
5.Ward  14  West  Oorudaiyarkudieruppu  Ist  Street New  Colony
6.Ward  14  West  Oorudaiyarkudieruppu  2st Street  New  Colony 999.OVERSEAS  ELECTORS",General
358,224,358,Tirunelveli  Corporation  Thachanallur  Zone Integrated  Child   Development   Project   Children's Centre  Number  -33628060216 Oorudaiyankudieruppu  .,"1.Ward  14  West  Oorudaiyarkudieruppu  West Street
2.Ward  14  West  Oorudaiyarkudieruppu  South  Street
3.Ward  14  Komba  Madasamy  Kovil  Street
4.Ward  14  Sivasakthi  Road  First South  Street
5.Ward14  West  Ooorudaiyarkudieruppu  Middle  Street (Lane  Street)
6.Ward  14  West  Oorudaiyarkudieruppu  Middle  Street  Amman  Kovil South  Street
7.Ward  14  Oorudaiyarkudieruppu  North  Street  (Amman  Kovil  North Street)         8.Ward  14  Sivasakthi  Road  2nd  South  Street 999.OVERSEAS  ELECTORS",General
359,224,359,"Panchayat Union  Middle  School,  East  Portion, Oorudaiyar Kudieruppu.","1.Ward  3  OorudaiyarKudieruppu Devamar South  Street
2.Ward  14  OorudaiyarKudieruppu Middle  Street
3.Ward  14  OorudaiyarKudieruppu North  Street
4.Ward  14  Nambiyan  Pacheri
5.Ward  14  Ananthapuram  South  Street
6.Ward  14  Ananthapuram  Middle  Street
7.Ward  14  Ananthapuram  Northt  Street
8.Ward  14  Theneerkulam  Durgaiamman  Kovil  Street
9.Ward  14  Theneerkulam  South  Street 999.OVERSEAS  ELECTORS",General
360,224,360,"T.K.M.  Kailasampillai  Middle  School,North  West
Portion  From  North   Thatchanallur","1.Ward  3  Balapackiya  Nagar
999.OVERSEAS  ELECTORS",General
361,224,361,"T.K.M.  Kailasampillai  Middle  School, Thatchanallur","1.Ward  3  Balapackiya  Nagar
999.OVERSEAS  ELECTORS",General
362,224,362,"K.M.G  Nursery  Primary School,  Tiles  Building, Thachanallur.","Ward  3  Sugar  Mill  Colony Ward  3  South  Street
999.OVERSEAS  ELECTORS",General
363,224,363,"K.M.G  Nursery  Primary School,  New  Building, Second  Room,  Thachanallur.","1.Ward  13  Ulagamman  Kovil  Street
2.Ward  13  Mavadikulathangarai
3.Ward  13   Mathagadi  Pacheri  Street
4.Ward  13  Mathagadi  Middle  Street 999.OVERSEAS  ELECTORS",General
364,224,364,"K.M.G  Nursery  Primary School,  New  Building, Third  Room,  Thachanallur.","1.Ward  13  Mathagadi  South  Street
2.Ward  14  Madurai  Road
3.Ward  3  Priya  Garden
4.Ward  3  Balaji  Avenue  -  2nd  Street  -  4,5,6  Street,  East  Street
5.Ward  13  East  Agraharam 999.OVERSEAS  ELECTORS",General
365,224,365,"K.M.G  Nursery  Primary School,  New  Building, Fourth  Room,  Thachanallur.","1.Ward  13  West  Street
2.Ward  13  West  Akraharam
3.Ward  13  North  Street
4.Ward  13  Perumal  Sannathi  Street 999.OVERSEAS  ELECTORS",General
366,224,366,"K.M.G  Nursery  Primary School,  New  Building,  west side  South  Portion  , Thachanallur.","1.Ward  3  Balaji  Avenue  North  Street
2.Ward  13  South  Street
3.Ward  13  Perumal  Kovil  West Street 999.OVERSEAS  ELECTORS",General
367,224,367,"Bangalow  Middle  School,  South  Building South Portion,  Thachanallur.","1.Ward  13  Perumal  Kovil  South  Street
2.Ward  13  Perumal  Sannathi  Street
3.Ward  13  Madan  Kovil  Street
4.Ward  13  Madan  Kovil  East Street
5.Ward  13  Aasarimar Street
6.Ward  13  Melur South  Street
7.Ward  13  School  Street
8.Ward  2  Mangala  Kudieruppu  (Vannar  Street)
9.Ward  13  Antoniyar Kovil  Street
10.Ward  2  Kalaivanar Street (Pandarakkudi  Street) 999.OVERSEAS  ELECTORS",General
368,224,368,"Bangalow  Middle  School,North  Building,  East Portion,  Thachanallur.","1.Ward  13  Puthuamman  Kovil  Street
2.Ward  13  Naduvar  Street
3.Ward  13  Antoniyar  Kovil  North  Street 999.OVERSEAS  ELECTORS",General
369,224,369,"Bangalow  Middle  School,  West Portion, Thachanallur.","1.Ward  2  Muthuramalinga Devar Street
2.Ward  2  Palani  Street (Vadukayar Street)
3.Ward  2  Pillaiyar Kovil  Street
4.Ward  2  Uchimakali  Amman  Kovil  Street
5.Ward  2  Dislary Street 999.OVERSEAS  ELECTORS",General
370,224,370,"Integrated  Child  Development Centre,  Centre  No 33628120223  Karaieruppu.","1.Ward  1  R.  S.  A.  Nagar
2.Ward  13  Kamarajar  Street  (West Side)
3.Ward  13  Near  Kamarajar IIIrd  Street
4.Ward  13  West  side  of  Road  Melakkarai  Kamarajar  Ist Street
5.Ward  1  Palkattalai  North  Street
6.Ward  1  Palkattalai  South  Street
7.Ward  1  Palkattalai  E  Line
8.Ward  13  Keelakkarai  Kamalathar  Street
9.Ward  13  Keelakkarai  Harijan  Street 999.OVERSEAS  ELECTORS",General
371,224,371,Angawadi  Centre  Melakarai  Thachanallur,"1.Ward  13  Melakkarai  Kamarajar  IInd  Street
2.Ward  13  Melakkarai  Kamarajar  IIIrd  Street
3.Ward  13  Melakkarai  Kamarajar  IVthStreet
4.Ward  13  Melakkarai  North  Street
5.Ward  13   Melakkarai
6.Ward  13  Melakkarai  New  Colony
7.Ward  13  Melakkarai  Bye  Pass  Road 999.OVERSEAS  ELECTORS",General
372,224,372,"Ayyasamy  Memorial  Middle  School,  South  Block, Karaieruppu.","1.Ward  2  Karaieruppu  First Street
2.Ward  2  Karaieruppu  Second  Street
3.Ward  2  Karaieruppu  Third  Street
4.Ward  2  Karaieruppu  Fourth  Street
5.Ward  2  Karaieruppu  Fifth  Street
6.Ward  2  Karaieruppu  Sixth  Street
7.Ward  2  Karaieruppu  Amman  Kovil  Street 999.OVERSEAS  ELECTORS",General
373,224,373,"Ayyasamy  Memorial  Middle  School,  East Block, Karaieruppu.","1.Ward  2  Karaieruppu  North  Street
2.Ward  2  Karaieruppu  Nadar  Street
3.Ward  2  Karaieruppu  Devar  Street
4.Ward  2  Karaieruppu  SC Street
5.Ward  2  Karaieruppu  Road  (West Side)
6.Ward  2  Last  Area of  the  corporation 999.OVERSEAS  ELECTORS",General
374,224,374,"Ayyasamy  Memorial  Middle  School,  North  Centre Portion  ,  Karaieruppu.","1.Ward  2  Sundarapuram  First Street
2.Ward  2  Sundarapuram  Second  Street
3.Ward  2  Sundarapuram  Third  Street
4.Ward  2  Sundarapuram  Fouth  Street
5.Ward  2  Sundarapuram  Fifth  Street
6.Ward  2  Chettikulam 999.OVERSEAS  ELECTORS",General
375,224,375,"Panchayat Union  Primary  School,  North  Portion, Pirayankulam,  Azhaganeri.","1.Ward  13  Tharapuram  Main  Road
2.Ward  13Tharapuram  Middle  Street
3.Ward  2  Azhaganeri  Arunthathiyar Street
4.Ward  2  Azhaganeri  Harijana Street
5.Ward  2  Nadar  Street 999.OVERSEAS  ELECTORS",General
376,224,376,"Panchayat Union  Primary  School,  South  Portion, Pirankulam  Azhaganeri.","1.Ward  2  Maravar  Street  Azhaganeri
2.Ward  2  Pillaiyar Kovil  Street
3.Ward  13  Pirayankulam
4.Ward  2  Tharapuram  New  Colony 999.OVERSEAS  ELECTORS",General
377,224,377,"Harijan  Primary School,  South  Block, Senthimangalam.","1.Ward  3  Manimoortheeswaram  Pillaimar  Street
2.Ward  3  Manimoortheeswaram  Valavanthaamman  Kovil  Street 999.OVERSEAS  ELECTORS",General
378,224,378,"Harijan  Primary School,  North  Block, Senthimangalam.","1.Ward  3  North  Harijan  Street (Perumal  Kovil  Street)
2.Ward  3  Maravar  Street  (Pillaiyar Kovil  Street)
3.Ward  3  Pillaimar  Chellapandi  Nagar. 999.OVERSEAS  ELECTORS",General
379,224,379,"Tirunelveli  Corporation  Child  Care  Center Center
No  -18  Udaiyarpatti.","1.Ward  3  Selviamman  Kovil  North  Street
999.OVERSEAS  ELECTORS",General
380,224,380,"Sri  Renganathan  Corporation  Primary School,
North  Building,  South  Face  ,  Middle  Room, Udaiyarpatti.","1.Ward  3  Anna Nagar
2.Ward  3  Thachanallur  Road. 999.OVERSEAS  ELECTORS",General
381,224,381,Tirunelveli  Corporation  Child  Care  Center Center No  -16  Udaiyarpatti.,"1.Ward  12  Madurai  Road
2.Ward  12  Valavanthaamman  Kovil  Street
3.Ward  12  Udaiyarpatti  Sangilipoothathan  Street South  Part
999.OVERSEAS  ELECTORS",General
382,224,382,"Renganathan  Corporation  Primary School,  North Portion  West  Building,  North  Part, Senthimangalam,  Udaiyarpatti.","1.Ward12  Udaiyarpatti  Kalaivanar  Street
2.Ward  3  North  Balapackia  Nagar Main  Road
3.Ward  3  North  Balapackia  Nagar First  Street
4.Ward  3  North  Balapackia  Nagar Second  Street
5.Ward  3  North  Balapackia  Nagar Third  Street
6.Ward  3  North  Balapackia  Nagar Fourth  Street
7.Ward  3  North  Balapackia  Nagar Railway  Line
8.Ward  3  Bye  Pass  Road
9.Ward  3  Sivanthi  Nagar
10.Ward  3  Venkatachapathy Appartment  (Madurai  Road)
11.Ward  3  Narasimaparvathi  Appartment
12.Ward  3  Madurai  Road  Railway Police  Quarters
13.Ward  12  Thilak  Nagar (Thatchai  Road 999.OVERSEAS  ELECTORS",General
383,224,383,"Renganathan  Corporation  Primary School,  North Building,  East  Portion,  First Room, Udaiyarpatti.","1.Ward  12  Udaiyarpatti  Aatrankarai  Road
2.Ward  12  Kamatchiamman  Kovil  Street
3.Ward  12  Panneerselvam  Street
4.Ward  12  Gokulam  Street 999.OVERSEAS  ELECTORS",General
384,224,384,"Sri  Renganathan  Corporation  Primary School, North  Building,  South  Face  ,  East Fist  Room, Udaiyarpatti.","1.Ward  12  Annai  Sathya  Street
2.Ward  12  Udaiyarpatti  Salai  Street
3.Ward  12  Kannaki  Street 999.OVERSEAS  ELECTORS",General
385,224,385,"S.T.C.  Branch  Middle  School,  Western  Side,  New
Building,  North  Portion, Salai  Street, Megalingapuram,  Sindupoondurai.",1.Ward  12  Mehalingapuram  North  Street 999.OVERSEAS  ELECTORS,General
386,224,386,"S.T.C.  Branch  Middle  School,Main  Building,
Megalingapuram  Salai  Street, Sindupoondurai.","1.Ward  12   Megalingapuram  Salai  Street
999.OVERSEAS  ELECTORS",General
