sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
101,224,101,"T.D.T.A  Middle  School, South  Portion, Keelathenkalam.","1.Vadapagam  Muslim  Street
2.Block  5  Tenkalam  South  Side 3.Adidiravidar Quarters
4.Keelathenkalam.
999.OVERSEAS  ELECTORS",General
102,224,102,Government  ADW Primary  School  Nallammalpuram,"1.Nallammalpuram
2.Gandhi  Nagar
3.Block  1  Puliankottaram  North  Street,  Middle  Street 999.OVERSEAS  ELECTORS",General
103,224,103,Panchayat Union  Primary  School  West Building North  Room                                      Tenkalam  Puthur.,"1.Thenkalampudur Muslim  Street 2.Thenkalampudur Muslim  Street
999.OVERSEAS  ELECTORS",General
104,224,104,"St.Anthoniyar Hr.Sec  School,  East  Building,  West Portion  Western   Side,  Alavanthankulam.","1.Block  3  Alavanthankulam  South  Street
2.Block  3  Alavanthankulam  Middle  Street
3.Block  3  Alavanthankulam  North  Street
4.Block  3  Alavanthankulam  North  Street  (West)
5.Block  3  Alavanthankulam  Middle  Street (West) 999.OVERSEAS  ELECTORS",General
105,224,105,"St.Anthoniyar Hr.Sec  School,  East  Building, Middle  Portion  East  Side,  Alavanthankulam.","1.Block  3  Alavanthankulam  South  Street  (West)
2.Block  6  Alavanthankulam  North  Street
3.Block  6  Alavanthankulam  Middle  Street
4.Block  6  Alavanthankulam  South  Street 999.OVERSEAS  ELECTORS",General
106,224,106,"St.Anthoniyar   Hr.  Sec.  School, East Building,  East Portion  Alavanthankulam.","1.Block  1  Alavanthankulam  North  Street
2.Block  1  Alavanthankulam  Middle  Street 999.OVERSEAS  ELECTORS",General
107,224,107,"St.Anthoniyar Hr.  Sec.  School,  Central  Building, Middle  portion  Alavanthankulam.","1.Block  2  Nellaithiruthu  Amman  Kovil  Street
2.Block  2  Nellaithiruthu  Krishnan  Kovil  Street
3.Block  2  Nellaithiruthu  South  Street 999.OVERSEAS  ELECTORS",General
108,224,108,Government  High  School  South  to   North  4th  10th Class  Room  Pallamadai.,"1.Block  5  Middle  Street
2.Block  5  East Street  1st  Street
3.Block  5  East Street  2nd  Street
4.Block  5  East Street  3rd  Street
5.Block  5  North  Street
6.Block  4  South  Street
7.Block  4  West Street  1st  Street
8.Block  4  West Street  2nd  Street 999.OVERSEAS  ELECTORS",General
109,224,109,Government  High  School  South  to   North  5th  9th Class  Room  Pallamadai.,"1.Block  4  West Street  3rd  Street
2.Block  4  North  West Street
3.Block  4  North  1st Ricemill  Street
4.Block  4  North  2nd  Street
5.Block  4  North  3rd  Street
6.Block  4  North  4th  Street
7.Block  4  North  5th  Street
8.Block  4  North  6th  Street 999.OVERSEAS  ELECTORS",General
110,224,110,"T.D.T.A  Primary School,  West Portion, Mavadi.","1.Block  3  Ramasamiyapuram
2.Block  3  Ramasamiyapuram  South  Street
3.Block  3  Devar Colony
4.Block  4  Indira  Memorial  Colony
5.Block  4  Durkaiamman  Kovil  Street
6.Block  4  Pillayar  Kovil  Street
7.Block  4  Vetha Kovil  Street
8.Block  5  Pillaiyar Kovil  South  Street  (Or)  9.Utchimahaliamman Kovil  Street
Block  5  Salai  Pudhur
999.OVERSEAS  ELECTORS",General
111,224,111,"Panchayat Union  Primary  School,  North  Face Ayupkanpuram","1.Block  1  Kuthalaperi  North  Street
2.Block  1  Kuthalaperi  Colony Street
3.Block  1  Kuthalaperi  Middle  Street
4.Block  1  Kuthalaperi  Manthiramoorthy  Street
5.Block  2  Ayubkanpuram  North  Street
6.Block  2  Ayubkanpuram  Pallivasal  Street
7.Block  2  Ayubkanpuram  South  Street
8.Block  2  Ayubkanpuram  Pillaiyar Kovil  Street
9.Block  2  Ayubkanpuram  Perumal  Kovil  Street 999.OVERSEAS  ELECTORS",General
112,224,112,"Government  Girls  High  School,  Northern  Portion,
East  Part, Manur.","1.Block  1  North  Street  Harijan  Quarters
999.OVERSEAS  ELECTORS",General
113,224,113,"Government  Hr.sec.School,  South  East  Building,
East  Portion,  Manur.","1.Block  1  North  Street  Harijan  Quarters
999.OVERSEAS  ELECTORS",General
114,224,114,"Government  Girls  High  School,  South  Building, East  Part Manur.","1.Block  2  Kuppanapuram  (Harijan  Street) 2.Kuppanapuram  (Harijan  Quarters) 3.Kuppanapuram  (Harijan  Street) 4.Kuppanapuram  (Harijan  Street)
999.OVERSEAS  ELECTORS",General
115,224,115,"Government  Hr.Sec.School, North  Building West Portion  Manur.","1.Block  3  Manur  Keelatheru  Kattapuli
2.Block  4  Lakshmipuram  South  Street 999.OVERSEAS  ELECTORS",General
116,224,116,"Government  Hr.Sec.School, Middle  Building West
Portion  Manur.","1.Block  5  Manur  Kaspa Rajiv  Nagar.
999.OVERSEAS  ELECTORS",General
117,224,117,"T.D.T.A.  Punitha Yowan  Middle  School,  West Building,  North  Part, Parvathiyapuram","1.Parvathiyapuram  North  Portion
2.Parvathiyapuram  Kanarpatti  Road 999.OVERSEAS  ELECTORS",General
118,224,118,"T.D.T.A.  Punitha Yowan  Middle  School,  West Building,  South  Part,  Parvathiyapuram","1.Sankarankovil  Road
2.South  Street  3.Odakkarai. 999.OVERSEAS  ELECTORS",General
119,224,119,"Panchayat Union  Primary  School,  West Building, Kalakkudi.","1.Block  4  Kaspa  East Street
2.Block  4  Kaspa  Keela  Tenkarai  Street
3.Kaspa  Perumal  Kovil  East Street
4.Kaspa  Perumal  Kovil  Middle  Street
5.Perumal  Kovil  West Street 999.OVERSEAS  ELECTORS",General
120,224,120,"Panchayat Union  Primary    School,  South  Building West  Portion  Kalakkudi","1.Block  2  Kaspa  Pillaiyar  Kovil  Street
2.Block  2  Gramasavadi  Street
3.Block  3  Kaspa  Pillaiyar  Kovil  Center Part Street
4.Block  4  Gramasavadi  North  Street
5.Block  1  Puthukulam  West Part Street
6.Block  1  Puthukulam  East  Part Street 999.OVERSEAS  ELECTORS",General
121,224,121,"Panchayat Union  Primary  School,  North  Building, Kalakkudi.","1.Block  5  Adidiravidar North  Part Street
2.Block  5  Adidiravidar South  Part  Street
3.Block  6  Adidiravidar New  Colony Street
4.Block  6  Adidiravidar Old  Colony  Street 999.OVERSEAS  ELECTORS",General
122,224,122,"Panchayat Union  Middle  School,  East  Side  of  New Building,  Kurichikulam.","1.Block  1  Melatheru
2.Block  2  Keelatheru 999.OVERSEAS  ELECTORS",General
123,224,123,"Panchayat Union  Middle  School,  West  Side  of New
Building,  Kurichikulam.","1.Block  1  Therkkupatti  Paguthy Seethaikurichi
999.OVERSEAS  ELECTORS",General
124,224,124,"Noorul  Ishlam  Mushlim  High  School,  West  Portion, 1st  Room  From  West,  Therkkupatti.","1.Block  1  Chekkadi  Street
2.Block  2  Yadavar  North  Street 999.OVERSEAS  ELECTORS",General
125,224,125,"Noorul  Ishlam  Mushlim  High  School,  East  Portion,
1st  Room  From  East,  Therkkupatti.","1.Block  1  Krishnan  kovil  Street Therkkupatti
999.OVERSEAS  ELECTORS",General
126,224,126,"Noorul  Ishlam  Mushlim  High  School,  East  Portion,
2nd  Room  From  East,  Therkkupatti.","1.Block  4  Pallivasal  Street  Therkkupatti
999.OVERSEAS  ELECTORS",General
127,224,127,"Panchayat Union  Primary  School  Additional Building,  Thirumalapuram.","1.Block  1  Madathur 2.Thirumalapuram
999.OVERSEAS  ELECTORS",General
128,224,128,"Panchayat Union  High  School,  Western   Building, Ettankulam.","1.Block  2  North  Street
2.Block  3  Keela  Street,  Nallaperumal  Street 999.OVERSEAS  ELECTORS",General
129,224,129,"Panchayat Union  High  School,  North   Building, (Middle  Portion)  Ettankulam.","1.Block  4  South  Street
2.Block  5  Sudalaiandi  Kovil  Street 999.OVERSEAS  ELECTORS",General
130,224,130,"Hindu  Primary School,  Pudur.","1.Ward  1  Pillaiyar Kovil  Street
2.Ward  1  Bharathiyar  North  Street 999.OVERSEAS  ELECTORS",General
131,224,131,Anganwadi  Centre  -  Centre  Number -0226   Pudur,"1.Ward  2  Thiruvalluvar  Street
2.Ward  2  Ambedkar Street 999.OVERSEAS  ELECTORS",General
132,224,132,"Saraswathi  Hindu  Primary School,  Uganthanpatti.","1.Ward  2  Subramaniyapuram
2.Ward  2   North  Street  Uganthanpatti
3.Ward  2   South  Street  Uganthanpatti
4.Ward  2   Colony  Street Uganthanpatti 999.OVERSEAS  ELECTORS",General
133,224,133,"Hindu  Primary School,  North  Portion, Vallavankottai.","1.Ward  1  Mariamman  Kovil  Street
2.Ward  1  Amman  Kovil  Street
3.Ward  1,2  Middle  Street
4.Ward  2  Puliyamara  Street
5.Ward  2  Oorachimandra Street
6.Ward  2  Colony  Street
7.Ward  2  West Street 999.OVERSEAS  ELECTORS",General
134,224,134,"Hindu  Primary School,  South   Portion Vallavankottai.","1.Ward  1  East Street  Thulukkarpatti
2.Ward  1  West Street  Thulukkarpatti
3.Ward  1  Colony  Street Thulukkarpatti 999.OVERSEAS  ELECTORS",General
135,224,135,"Panchayat Union  Primary  School,  Northern Building,  Rastha.","1.Pillaiyar Kovil  Street
2.Pound  Street 3.Esakkiamman  Kovil  Street
4.Amman  Kovil  Street
5.Perumal  Kovil  South  Street
6.Perumal  Kovil  North  Street
7.Colony  East  Street
8.Colony  West Street
9.Colony  North  Street
10.Colony  Middle  Street
11.Colony  South  Street 12.Pillayar  Kovil  Street  2
13.Colony  South  Street 2
999.OVERSEAS  ELECTORS",General
136,224,136,"Panchayat Union  Primary  School,  West Building, Rastha.","1.East  Street
2.Pillaimar  Street
3.Veda  kovil  South  Street 4.Kombumadansamy Kovil  Street Back  Side 5.Kombumadansamy Kovil  Street
6.Water Tank  Street
999.OVERSEAS  ELECTORS",General
137,224,137,"Panchayat Union  Primary  School,  Southern Building,  Rastha.","1.Vedakovil  Street
2.Amman  Kovil  Street  1
3.South  Street  1
4.Devar  Colony
5.Harijana Quarters  South  Street 6.Pillaiyar Kovil  Street
7.Amman  Kovil  Street  2
8.Middle  Street
9.Ration  Shop  Street 10Pillaiyar Kovil  Street 2 999.OVERSEAS  ELECTORS",General
138,224,138,"Panchayat Union  Middle  School,  Middle  Building, Rastha.","1.Asari  Street
2.Poolidevar  Street
3.Vannar Street 4.Vedakovil  North  Street 5.Pallivasal  Street
6.West  Street
7.South  Street  2
8.East  Street 9.Arungankulam  Kudieruppu 999.OVERSEAS  ELECTORS",General
139,224,139,"Panchayat Union  Primary  School,  New  Building, Sethurayanpudur.","1.Ward  1  North  Street  Devar Paguthy
2.Ward  1  North  Street
3.Ward  2  Selvanayagam  Street
4.Ward  1  South  Street
5.Ward  1  Nadar  Street
6.Ward  1  Kaspa  Middle  Street
7.Ward  2  Adidiravidar Colony 8.Industrial
9.Main  Road
999.OVERSEAS  ELECTORS",General
140,224,140,"T.D.T.A  Middle  School, Northern  Portion, Nanjankulam.","1.Pillaiyar Kovil  Street
2.North  Street 999.OVERSEAS  ELECTORS",General
141,224,141,"T.D.T.A  Middle  School, Southern  Portion, Nanjankulam","1.Middle  Street
2.Church  Street 999.OVERSEAS  ELECTORS",General
142,224,142,"T.D.T.A  Primary School  Entrance  Reoom
Vepankulam","1.Ward  4  Veppankulam
999.OVERSEAS  ELECTORS",General
143,224,143,"Anganwadi  Centre  Arasu  New  Colony
Ramayanpatti  Panchayat","1.Arasu  puthu colony   sivaji   Nagar
999.OVERSEAS  ELECTORS",General
144,224,144,"Adidiravidar Primary School,  North  Portion,  west
Side  Ramayanpatti.","1.Ward  5  Biramin  Pillaimar  Street
999.OVERSEAS  ELECTORS",General
145,224,145,"Adidiravidar High  School,   East  Building   1st  Room Ramayanpatti.",1.Ward  7  Yathavar  Street 999.OVERSEAS  ELECTORS,General
146,224,146,"Adidiravidar Primary School,  South  Portion, west
Side  Ramayanpatti.","1.Ward  10  Sanku  Muthammalpuram
999.OVERSEAS  ELECTORS",General
147,224,147,"Adidiravidar Primary School,  South  Portion,
Eastren  Side  Ramayanpatti.","1.Ward  8  Chathram  Pudukulam  Enam  Theneerkulam
999.OVERSEAS  ELECTORS",General
148,224,148,"Adidiravidar High  School,   East  Building   2nd
Room  Ramayanpatti.","1.Yadav  Harijan  Street
999.OVERSEAS  ELECTORS",General
149,224,149,"Swamy Vivekananda Kinder Garden  &  Nursery
School, East Side  Ramayanpatti.","1.Ward  9  Rajagopalapuram
999.OVERSEAS  ELECTORS",General
150,224,150,"Swamy Vivekananda Kinder Garden  &  Nursery School, West Side  Ramayanpatti.","1.Ward  9  Vellakkovil  Street
2.Ward  9  Main  Road  Ramayanpatti
3.Ward  9  Panchayat  Office  Street 999.OVERSEAS  ELECTORS",General
151,224,151,"R.C.Primary School,  Abishekapatti","1.Ward  1  Abishekapatti
999.OVERSEAS  ELECTORS",General
152,224,152,"Panchayat Union  Middle  School,  West  Side Kammalankulam.","1.Ward  2  Kammalankulam
Ward  3  Quary Colony 999.OVERSEAS  ELECTORS",General
153,224,153,"Panchayat Union  Middle  School,  Back  Side
Building  West Portion  Kammalankulam.","1.Ward  2  Kammalankulam
999.OVERSEAS  ELECTORS",General
154,224,154,"Panchayat Union  Middle  School,  New  Building, WestPortion,  Thiruppanikarisalkulam.","1.Ward  2  Vadakkur Mela  Paguthi
2.Ward  2  Muppidathiamman  Kovil  Street
3.Ward  2  Selvi  Nagar 999.OVERSEAS  ELECTORS",General
155,224,155,Panchayat Union  Middle  School  East  Portion Thiruppanikarisalkulam.,"1.Ward  2  Selvi  Amman  Kovil  Street
2.Ward  4  Maravar  Nadar  Colony 999.OVERSEAS  ELECTORS",General
156,224,156,"Panchayat Union  Middle  School,  Tiled  Building
,East  Portion,  Thiruppanikarisalkulam","1.Ward  1  Yadavar  West Street
2.Yadavar  East  Street
3.South  Harijan  Colony North  Side
4.South  Harijan  Colony South  Side 5.Adidiravidar Colony.
999.OVERSEAS  ELECTORS",General
157,224,157,"Sri  Nivedhita  Nursery  &  Primary  School
Thiruppanikarisalkulam   Road  Pettai","1.Ward  18  Anna  Nagar
999.OVERSEAS  ELECTORS",General
158,224,158,"Panchayat Union  Middle   School,  South  Portion, Thiruppanikarisalkulam",1.Ward  18  Vagaikulam. 999.OVERSEAS  ELECTORS,General
159,224,159,"Sri  Nivedhita  Nursery  &  Primary  School   West Building  East  Portion  Thiruppanikarisalkulam
Road  Pettai",1.1Ward  18  Senthamil  Nagar 999.OVERSEAS  ELECTORS,General
160,224,160,"Panchayat  Union  Primary School,  Thulukkarkulam.","1.Ward  3  Vadukanpatti  West  Street
2.Ward  3  Vadukanpatti  East  Street
3.Ward  3  Vadukanpatti  Colony   Street
4.Ward  1  Thulukkarkulam  West Street
5.Ward  1  Thulukkarkulam  East  Street
6.Ward  2  Thulukkarkulam  Anna  Street 999.OVERSEAS  ELECTORS",General
161,224,161,T.D.T.A  Primary   School   South  Portion  East Side Vellankulam.,"1.Ward  2  Muthankulam
2.Ward  2  Vellalankulam 999.OVERSEAS  ELECTORS",General
162,224,162,T.D.T.A   Primary School  South  Portion  West Side Vellalankulam.,"1.Ward  2  Narayanasamy  Kovil  Street
2.Ward  2  Amman  Kovil  Lane  Street
3.Ward  2  Amman  Kovil  Street 999.  OVERSEAS  ELECTORS",General
163,224,163,Panchayat  Union  Primary School  Vettuvankulam,"1.Ward  1  Vettuvankulam  Krishnaperi
999. OVERSEAS  ELECTORS",General
164,224,164,"Panchayat Union  Primary  School,  New  Building West  Portion,  East Side   Seethaparpanallur.","1.Ward  1  Mela Street  MelaKaruvanallur
2.Ward  1  Amman  Kovil  North  Street
3.Ward  1  Amman  Kovil  Middle  Street
4.Ward  1  Amman  Kovil  East Street
5.Ward  1  Amman  Kovil  Street Kangeyankulam
6.AD  Colony-Kangeyankulam
7.Ward  1  Veda  Kovil  Street
8.Ward  1  Middle  Street  Velarkulam
9.Ward  1  Pillaiyar Kovil  Street Velarulam
10.Ward  1  Perumal  Kovil  Street Velarkulam
11.Ward  1  South  Street  Velarkulam 999.OVERSEAS  ELECTORS",General
165,224,165,"Panchayat Union  Primary  School,  New  Building West  Portion,  Seethaparpanallur.","1.SeethaParpanallur  Main  Road
2.Uganthanpatti  Road 3.Samadhuvapuram
4.Amman  Kovil  Street 5.Pillaiyar Kovil  Street
999.  OVERSEAS  ELECTORS",General
166,224,166,"Panchayat Union  Primary  School,  New  Building East  Portion,  Seethaparpanallur.","1.Colony  Street  Sirugankurichi
2.Mettu  Street
3.Amman  Kovil  South  Street
4.Amman  Kovil  North  Street 5.Pillaiyar Kovil  Street
6.Amman  Kovil  Street  Sirugankurichi
999.OVERSEAS  ELECTORS",General
167,224,167,"Hindu  Primary School,  Sankanthiradu.","1.Ward  1  Sankanthiradu  North  Street 2.Sankanthiradu  Middle  Street Amman  Kovil  Street
999.OVERSEAS  ELECTORS",General
168,224,168,Community Hall   South  Sankanthiradu,1.Ward  2  Sankanthiradu  South  Street South  Sankanthiradu 999.OVERSEAS  ELECTORS,General
169,224,169,"Panchayat  Union  Primary School,  Melakkallur.","1.Ward  1,2  Melakallur Gangatharan  North  Street  (Agraharam),
2.Ward  3  Harijan  Kudiyiruppu. 999.OVERSEAS  ELECTORS",General
170,224,170,"Government  Hr.Sec.  School, East Portion, South Side,  New  Building,  Nadukkallur..","1.Ward  1  CR  Colony  North  Pudukkudikallur,
2.Ward  1  Pillaiyar Kovil  Street
3.Ward  1  Muppidathiamman  Kovil  Street
4.Ward  2  South  Street (South  Pudukkudikallur) 999.OVERSEAS  ELECTORS",General
171,224,171,"Government  Hr.Sec.  School, South  Portion  Sarva Siksha  Abiyan  Building,  Nadukkallur.","1.Ward  1  Railway Feeder Road
2.Ward  2  North  Street 999.OVERSEAS  ELECTORS",General
172,224,172,"Government  Hr.Sec.  School, Main  Building, Western  Side,  Nadukkallur.","1.Ward  2  East Kallur 2.Mariamman  Kovil  Street Mupidathiamman  Kovil  Street
3.Ward  3  Kudipadai  Street
4.Ward  3  Agraharam. 999.OVERSEAS  ELECTORS",General
173,224,173,"Government  Hr.Sec.  School, South  Building,  North Face  East Portion   ,Nadukkallur.","1.Ward  3  Pattankallur Colony
2.Ward  3  MGR  Colony
3.Ward  3  MGR  Nagar 999.OVERSEAS  ELECTORS",General
174,224,174,"Panchayat Union  Primary  School,  South   Building, Gramamangalam  Pazhavoor.","1.Ward  2  Pattancheri
2.Ward  1  Senthikadevi  Amman  Kovil  Street
3.Ward  1  Chinna  Pillaiyar Kovil  Street
4.Ward  1  North  Street
5.Ward  2  Colony  Street
6.Ward  2  New  Street
7.Ward  1  Yadhavar North  Street
8.Ward  1  Yadhavar Middle  Street
9.Ward  1  East Street
10.Ward  1  Velalar  Street 999.OVERSEAS  ELECTORS",General
175,224,175,"Panchayat Union  Primary  School,  North  Building, Eastern  Portion,  Gramamangalam  Pazhavoor.","1.Ward  1  Esakkiamman  Kovil  Street
2.Ward  1  Sudaimadasamy  Kovil  Street
3.Ward  1  Pillaiyar Kovil  Street
4.Ward  1  Naduvoor North  Street
5.Ward  1  Naduvoor East Street
6.Ward  1  Naduvoor Muppidathiamman  Kovil  Street
7.Ward  1  Main  Road
8.Ward  1  Ricemill  Street
9.Ward  1  West Street
10.Ward  1  Sasthan  Kovil  Street 999.OVERSEAS  ELECTORS",General
176,224,176,"Panchyat  Union  Primary School,  North  Side Kondanagaram.","1.Ward  1  Adidiravidar Colony
2.Ward  1  Bharathi  Nagar  West
3.Ward  1  Astalakshmi  Nagar 999.OVERSEAS  ELECTORS",General
177,224,177,"Panchyat  Union  Primary School,  North  Side Kondanagaram.            South  Building North  Facing.","1.Ward  1  RajivGandhi  Nagar
2.Ward  1  AD  Colony
3.Ward  1  Seenivasapuram
4.Ward  2  Muppidathiamman  Kovil  Street 999.OVERSEAS  ELECTORS",General
178,224,178,"Panchyat  Union  Primary School,  West Side Kondanagaram.","1.Ward  3  Sivankovil  Street
2.Ward  4  Narayanasamy  Kovil  Street
3.Ward  4  Pillaiyar Kovil  Street 999.OVERSEAS  ELECTORS",General
179,224,179,"Panchayat Union  Primary  School,  North  Portion, West  Block  ,  New  Building,  Suthamalli.","1.Ward  1  Muppidathiamman  Kovil  Street
2.Ward  1  Sundaravinayagar  Kovil  Street
3.Ward  1  Narayanasamy  Kovil  Street
4.Ward  1  Indira  Colony
5.Ward  1  Arunthathiyar Colony
6.Ward  1  Periyar Nagar 999.OVERSEAS  ELECTORS",General
180,224,180,"Panchayat Union  Primary  School,  West Block,
South  Portion  New  Building,  Suthamalli","1.Ward  2  NSC  Bose  Nagar
999.OVERSEAS  ELECTORS",General
181,224,181,Panchayat Union  Primary  School  East Building West  Portion  Suthamalli,1.Ward  2  Gomathi  Nagar West  &  Gramangalam 999.OVERSEAS  ELECTORS,General
182,224,182,"Government  Hr.Sec.  School, South  Portion  Hall  No. 4  Suthamalli.","1.Ward  3  Yadavar  West Street
2.Ward  4  Kovil  Pathu  Street 999.OVERSEAS  ELECTORS",General
183,224,183,"Government  Hr.Sec.  School, North  Portion  Hall  No. 3  Suthamalli.i.","1.Ward  3  A.K.  Street
2.Ward  3  East Street 999.OVERSEAS  ELECTORS",General
184,224,184,Panchayat  Office  Suthamalli,"1.Ward  4  Vadakkur Anna  Nagar
2.Ward  4  Kovil  Pathu  Street
3.Ward  4  Mela Gramam
4.Ward  4  Keela  Gramam 999.OVERSEAS  ELECTORS",General
185,224,185,"Community  Hall  West Portion  V  O C  Nagar
Suthamalli","1.Ward  4  V.O.C  Nagar.
999.OVERSEAS  ELECTORS",General
186,224,186,"Community  Hall  East Portion  V  O C  Nagar
Suthamalli","1.Ward  4  V.O.C  Nagar.
999.OVERSEAS  ELECTORS",General
187,224,187,"St.  Antony  Primary  School, South  Portion,  East
Block,  Bharathiyar Nagar,  Suthamalli.","1.Ward  2  Bharathiyar  Nagar
999.OVERSEAS  ELECTORS",General
188,224,188,"St.  Antony  Primary  School, South   Building North Face  ,   Middle  Portion  Bharathiyar Nagar,
Suthamalli.",1.Ward  2  Bharathiyar  Nagar 999.OVERSEAS  ELECTORS,General
189,224,189,"St.  Antony  Primary  School, South  Portion,  West Block,  Bharathiyar Nagar,  Suthamalli.","1.Ward  2  Periyar Nagar
2.Ward  2  Mahathma  Gandhi  Nagar 999.OVERSEAS  ELECTORS",General
190,224,190,"T.D.T.A  Primary School,  North  Side, 2/170 Bharathiyar  Nagar,  Suthamalli.","1.Ward  2  Sathya  Nagar
2.Ward  1  Ambedkar Nagar 999.OVERSEAS  ELECTORS",General
191,224,191,"T.D.T.A  Primary School,  South  Side  New  Building North  Portion   Bharathiyar  Nagar,  Suthamalli.","1.Thiruvalluvar  Nagar
2.Ward  2  Ram  Nagar 999.OVERSEAS  ELECTORS",General
192,224,192,"T.D.T.A  Primary School,  East  Portion,  2/170 Bharathiyar  Nagar,  Suthamalli.West  Portion","1.Ward  2  Gomathi  Nagar
2.Ward  1  Guru  Nagar
3.Ward  1  Muppidathi  Amman  Kovil  Street 999.OVERSEAS  ELECTOR",General
193,224,193,"T.D.T.A  Primary School,  East  Portion,  2/170 Bharathiyar  Nagar,  Suthamalli.East  Portion","1.Ward  2  Bharathiyar  Nagar 2.TamilNadu Slum  Clearance  Board.
999.OVERSEAS  ELECTORS",General
194,224,194,"Panchayat Union  Primary  School,  New  Buildinig, West  Portion,  Narasinganallur.","1.Thiruvallurvar Pillaiyar  Kovil  Street 2.Pillaimar  Street
999.OVERSEAS  ELECTORS",General
195,224,195,"Panchayat Union  Primary  School,  New  Buildinig,
South  Portion  1st Class   Room,  Narasinganallur.","1.Theen  Nagar
999.OVERSEAS  ELECTORS",General
196,224,196,"Panchayat Union  Primary  School,  New  Building East  Portion,  Narasinganallur.","1.Ward  4  Kamachiamman  Kovil  Street
2.Muppidatahiamman  Kovil  Street 999.OVERSEAS  ELECTORS",General
197,224,197,"Panchayat Union  Primary  School,  East Building South  Portion, Narasinganallur.","1.Ward  1  Indira  Colony
2.Ward  1  Harijan  Street 999.OVERSEAS  ELECTORS",General
198,224,198,"Government  High  School,  Barathiyar Block  2  West Building,  Narasinganallur.","1.Ward  2  Mellur
2.Ward  2  Jeeva  Nagar 999.OVERSEAS  ELECTORS",General
199,224,199,"Government  High  School,  Auvaiyar  Block  4  West Building,  Narasinganallur.",1.Ward  2  Viswanatha Nagar. 999.OVERSEAS  ELECTORS,General
200,224,200,"Panchayat  Union  Primary School,  Karunkadu.","1.Ward  1  Veda  Kovil  Street
2.Ward  1  Muppidathiamman  Kovil  South  Street
3.Ward  1  Muppidathiamman  Kovil  Middle  Sreet
4.Ward  1  Muppidathiamman  Kovil  North  Street
5.Ward  1  A.D.Colony West Side
6.Ward  1  A.D.Colony East Side
7.Ward  1  Mupidathiamman  Kovil  PR  East Street
8.Ward  2  Thangamman  Kovil  Street
9.Ward  2  Muppidathiamman  Kovil  West Street 10Ward  2  Perumal  Kovil  West  Street
11.Ward  2  Narayanasamy  Kovil  West Street
999.OVERSEAS  ELECTORS",General
201,224,201,"Panchayat  Office,  Pettai  Rural.","1.Ward  1  Mailappapuram  South  Street
2.Ward  1  Mailappapuram  North  Street
3.Ward  1  Malayalamedu  A.D.Colony West  Street
4.Ward  1  Malayalamedu  A.D.Colony East Street
5.Ward  1  Miyankan  Thaikka  South  Street
6.Ward  1  Miyankan  Thaikka  North  Street 999.OVERSEAS  ELECTORS",General
202,224,202,Community Hall  Pettai  Rural,"1.Ward  1  Idakarai  South  Street
2.Ward  1  Idakarai  North  Street
3.Ward  2  Gnanammal  Kattalai  East Street
4.Ward  2  Gnanammal  Kattalai  Middle  Street
5.Ward  2  Gnanammal  Kattalai  West  Street
6.Ward  2  Gnanammal  Kundal  Valaivu  East  Street
7.Ward  2  Gnanammal  Kundal  Valaivu  West  Street 999.  OVERSEAS  ELECTORS",General
203,224,203,"Little  Flower  Model  School,  East  Buiding Middle
Portion   Pettai","1.Ward  2  Vedathiri  Nagar Door No.  1  To  330
999.OVERSEAS  ELECTORS",General
204,224,204,"Little  Flower  Model  School,  East  Facing North
Building   Pettai","1.Ward  2  Vedathiri  Nagar Door No.  331  to  785
999.OVERSEAS  ELECTORS",General
205,224,205,"Little  Flower  Model  School,  Campus  Inside  west
Building  North   Portion  West 2nd  Room  Pettai","1.Ward  2  Vedathiri  Nagar
999.OVERSEAS  ELECTORS",General
206,224,206,"Panchayat Union  Primary  School  South  Building, North  Face, Karika thoppu","1.Ward  1  Sokkattan  Thoppu Mellur
2.Ward  1  Sokkattan  Thoppu Keelur
3.Ward  1  Asarath  Asanudheen  Thaikka
4.Ward  2  Karika  Thoppu
5.Ward  2  Haji  Usain  Thikka 999.OVERSEAS  ELECTORS",General
207,224,207,Panchayat Union  Primary  School  North  Building Chithankudiruppu  Thenpattu,"1.Ward  2  Perumal  Kovil  Street
2.Ward  3  Sidhan  Kudiyiruppu  West  Street,
3.Ward  3  Sidhan  Kudiyiruppu  Puthumanai  Street,
4.Ward  3  Mispa Nagar
5.Karikka  Thoppu (E)  Door Numbers 999.OVERSEAS  ELECTORS",General
208,224,208,"Tamil  Nadu  Industrial  Training Institute,East Side Room   No  17  Near  Princepal  Room
Pettai,Tirunelvelli.","1.Ward  19  Veerabhagu  Nagar
2.Ward  19  Raghumaniya  Pallivasal  1st North  Street 999.OVERSEAS  ELECTORS",General
209,224,209,"Tamil  Nadu  Industrial  Training Institute,East Side Room   No  16  Near  Princepal  Room Pettai,Tirunelvelli.","1.Ward  19  Raghumaniya  Pallivasal  2nd  North  Street
2.Ward  19  Raghumaniya  Pallivasal  3rd  North  Street
3.Ward  19  Raghumaniya  Pallivasal  4th  North  Street 999.OVERSEAS  ELECTORS",General
210,224,210,"Tamil  Nadu  Industrial  Training Institute,West Side Room  no  23  Pettai,Tirunelvelli.","1.Industrial  Colony
2.Ward  19  Teachers  Colony  Pettai
3.Ward  19Thiruvallurvar  Pillaiyar  Kovil  Street 999.OVERSEAS  ELECTORS",General
