sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
78,120,78,"ST. FRANCIS CONVENT, TRICHY ROAD, COIMBATORE-641018","1 - COIMBATORE(C), WARD NO 83 PADMA LAY OUT
2 - COIMBATORE(C), WARD NO 83 RAINBOWM MENAR
3 - COIMBATORE(C), WARD NO 83 ST FRANCISCONVENT
4 - COIMBATORE(C), WARD NO 83 CLASIC APARTMENT
5 - COIMBATORE(C), WARD NO 83 CHERAN PLAZA APARTMENTS
6 - COIMBATORE (C), WARD NO 83 NATTAI COLONY
7 - COIMBATORE CORP, WARD NO 83 NATTAI COLONY
8 - COIMBATORE (C), WARD NO 83 HIGH WAYS HUTS
9 - COIMBATORE (C), WARD NO 83 L.G.B BACK SIDE HUTS
999 OVERSEAS ELECTOR",ALL VOTERS
79,120,79,"CORPORATION ELEMENTARY SCHOOL, TRICHY ROAD(SUNDARESAN COLONY), COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 HIGH WAYS HUTS
2 - COIMBATORE (C), WARD NO 83 HIGH WAYS HUTS
999 OVERSEAS ELECTOR",ALL VOTERS
80,120,81,"C.S.I GIRLS HIGHER SECONDARY SCHOOL, . AVINASHI ROAD,COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 UMA NAMA NAGAR 1
2 - COIMBATORE (C), WARD NO 83 UMA NAMA NAGAR 2
3 - COIMBATORE(C), WARD NO 83 VAITHIYAR STREET
4 - COIMBATORE (C), WARD NO 83 INDARA NAGAR
999 OVERSEAS ELECTOR",ALL VOTERS
81,120,82,"C.S.I GIRLS HIGHER SECONDARY SCHOOL, . AVINASHI ROAD,COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 KADALAKARA STREET1
2 - COLIMBATORE (C), WARD NO 83 KADALAKARA STREET 3
3 - COIMBATORE(C), WARD NO 83 KADALAKARA STREET2
4 - COIMBATORE(C), WARD NO 83 A D D COLONY
999 OVERSEAS ELECTOR",ALL VOTERS
82,120,83,"CORPORATION HIGH SCHOOL, . DR NANJAPPA ROAD, ANUPPARPALAYAM,
COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 ANUPPAR PALAYAM
999 OVERSEAS ELECTOR",ALL VOTERS
83,120,84,"CORPORATION HIGH SCHOOL, . DR NANJAPPA ROAD, ANUPPARPALAYAM, COIMBATORE-641018","1 - COIMBATORE(C), WARD NO 83 KALEESWARA MILL ROAD
2 - COIMBATORE(C), WARD NO 83 RANGASAMY STREET
3 - COIMBATORE(C), WARD NO 83 R.R.SAMY LANE
4 - COIMBATORE (C), WARD NO 83 DR. NANJAPPA ROAD
5 - COIMBATORE (C), WARD NO 83 SERIYAN STREET
6 - COIMBATORE (C), WARD NO 83 PAZHANI STREET
999 OVERSEAS ELECTOR",ALL VOTERS
84,120,85,"CORPORATION HIGH SCHOOL, . DR NANJAPPA ROAD, ANUPPARPALAYAM, COIMBATORE-641018","1 - COIMBATORE(C), WARD NO 83 MARIAPPAN STREET
2 - COIMBATORE(C), WARD NO 83 THOTTARAYANKOIL STREET
3 - COIMBATORE(C), WARD NO 83 NANJAPPAN STREET
999 OVERSEAS ELECTOR",ALL VOTERS
85,120,86,"CORPORATION HIGH SCHOOL, . DR NANJAPPA ROAD, ANUPPARPALAYAM, COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 AVINASHI ROAD
2 - COIMBATORE(C), WARD NO 83 KARUPPAKKAL COLONY
3 - COIMBATORE (C), WARD NO 83 KALEESVARA NAGAR 1
4 - COIMBATORE (C), WARD NO 83 KALEESWARA NAGAR 2
5 - COIMBATORE (C), WARD NO 83 SOMASUNDARA MILL ROAD
999 OVERSEAS ELECTOR",ALL VOTERS
86,120,87,"CORPORATION HIGH SCHOOL, . DR NANJAPPA ROAD, ANUPPARPALAYAM, COIMBATORE-641018","1 - COIMBATORE(C), WARD NO 83 URBAN POLICE QUARTERS
2 - COIMBATORE(C), WARD NO 83 RURAL POLICE QUARTES
999 OVERSEAS ELECTOR",ALL VOTERS
87,120,88,"C.S.I GIRLS HIGHER SECONDARY SCHOOL, AVINASHI ROAD, COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 GREY TOWN
2 - COIMBATORE(C), WARD NO 83 SRIKAND EXTENSION
3 - COIMBATORE(C), WARD NO 83 ADDIS STREET
4 - COIMBATORE(C), WARD NO 83 DR.MUNUSAMY GARDEN
999 OVERSEAS ELECTOR",ALL VOTERS
88,120,89,"CORPORATION HIGH SCHOOL, DR NANJAPPA ROAD, ANUPPARPALAYAM,COIMBATORE-641018","1 - COIMBATORE (C), WARD NO 83 PILLAYAR KOIL STREET
2 - COIMBATORE (C), WARD NO 67 VENKADASAMY THOTTAM
3 - COIMBATORE (C), WARD NO 67 VIVEKANANDA ROAD SUB LANE
4- COIMBATORE (C), WARD NO 67 DR. RAJARATHINAM STREET
999 - Overseas Elector",ALL VOTERS
89,120,90,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE (C), WARD NO 67 VENKADASAMY LAY OUT
2 - COIMBATORE (C), WARD NO 67 VENKADASAMY THOTTAM
3 - COIMBATORE (C), WARD NO 67 VIVEKANANDA ROAD SUB LANE
999 - Overseas Elector",ALL VOTERS
90,120,91,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE(C), WARD NO 67 GOKALE STREET
2 - COIMBATORE(C), WARD NO 67 KALINGARAYAN STREET
3 - COIMBATORE (C), WARD NO 67 RAJAJI STREET
4 - COIMBATORE(C), WARD NO 67 PARSAN RESIDENCY APPARTMENT
5 - COIMBATORE(C), WARD NO 67 PARSAN GANBATH APPARTMENT
999 OVERSEAS ELECTOR",ALL VOTERS
91,120,92,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE (C), WARD NO 67 VIVEKANANDA ROAD
2 - COIMBATORE(C), WARD NO 67 VIVEGANANDHA ROAD
999 OVERSEAS ELECTOR",ALL VOTERS
92,120,93,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE (C), WARD NO 67 KALIDASS ROAD
2 - COIMBATORE (C), WARD NO 67 THESAPANDHUSTREET RAMNAGAR
3 - COIMBATORE (C), WARD NO 67 MALAVIYASTREET RAMNAGAR
999 - Overseas Elector",ALL VOTERS
93,120,94,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE (C), WARD NO 67 RAMARKOVIL STREET
2 - COIMBATORE (C), WARD NO 67 SATHIYAMOORTHY ROAD
3 - COIMBATORE (C), WARD NO 67 BHARATHYROAD RAMNAGAR
999 OVERSEAS ELECTOR",ALL VOTERS
94,120,95,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE(C), WARD NO 67 SENGUPTHA STREET
2 - COIMBATORE(C), WARD NO 67 V.N.THOTTAM
3 - COIMBATORE(C), WARD NO 67 SASTRI STREET
999 OVERSEAS ELECTOR",ALL VOTERS
95,120,96,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE(C), WARD NO 67 MANEESH COLONY
2 - COIMBATORE(C), WARD NO 83 PARK STREET
3 - COIMBATORE(C), WARD NO 83 CHELAPPAN STREET
4 - COIMBATORE(C), WARD NO 83 PARK STREET 2
999 OVERSEAS ELECTOR",ALL VOTERS
96,120,97,"CORPORATION GIRLS HIGHER SECONDARY SCHOOL, VIVEKANANTHA ROAD, RANGANATHAPURAM, COIMBATORE- 641009","1 - COIMBATORE(C), WARD NO 67 NAKAPPAN STREET
2 - COIMBATORE(C), WARD NO 67 KALAPPAN STREET
999 OVERSEAS ELECTOR",ALL VOTERS
97,120,98,"SUB-URBAN HIGHER SECONDARY SCHOOL, RAJAJI ROAD, RAMNAGAR COIMBATORE 641009","1 - COIMBATORE (C), WARD NO 67 DR. NANJAPPA ROAD
2 - COIMBATORE (C), WARD NO 67 CENTRAL JAIL QTRS
3 - COIMBATORE (C), WARD NO 67 LAJABATHIRAI STREET
999 OVERSEAS ELECTOR",ALL VOTERS
98,120,99,"SUB-URBAN HIGHER SECONDARY SCHOOL, RAJAJI ROAD, RAMNAGAR COIMBATORE 641009","1 - COIMBATORE (C), WARD NO 67 NEHRU STREET
2 - COIMBATORE (C), WARD NO 67 NEHRU STREET KURUKKU STREET1
3 - COIMBATORE (C), WARD NO 67 NEHRU STREET KURUKKU STREET2
4 - COIMBATORE (C), WARD NO 67 NEHRU STREET BERA NAIDU LAYOUT KURUKKU
5 - COIMBATORE (C), WARD NO 68 MARIAMMAN KOIL SOUTH
999 OVERSEAS ELECTOR",ALL VOTERS
99,120,100,"CORPORATION HIGHER SECONDARY SCHOOL,PONNE ROAD, CROSS CUT ROAD,COIMBATORE","1 - COIMBATORE(C), WARD NO 68 TATABAD 11 TH STREET
2 - COIMBATORE(C), WARD NO 68 GANDHIPURAM 8TH STREET
3 - COIMBATORE (C), WARD NO 68 TATABAD 10TH STREET
4 - COIMBATORE(C), WARD NO 68 GANDHIPURAM 9TH STREET
999 OVERSEAS ELECTOR",ALL VOTERS
100,120,101,"CORPORATION HIGHER SECONDARY SCHOOL,PONNE ROAD, CROSS CUT ROAD,COIMBATORE","1 - COIMBATORE(C), WARD NO 68  S SORNAMBIKA LAYOUT
2 - COIMBATORE(C), WARD NO 68 PYKARA QUATERS
3 - COIMBATORE(C), WARD NO 68 SAIT NARAYANADASS LAY OUT
999 OVERSEAS ELECTOR",ALL VOTERS
101,120,102,"SUB-URBAN HIGHER SECONDARY SCHOOL,RAJAJI ROAD,RAMNAGAR COIMBATORE 641009","1 - COIMBATORE (C), WARD NO 67 ANSARI STREET
2 - COIMBATORE (C), WARD NO 67 SAROJINI STREET
999 - Overseas Elector",ALL VOTERS
102,120,103,"SUB-URBAN HIGHER SECONDARY SCHOOL,RAJAJI ROAD,RAMNAGAR COIMBATORE 641009","1 - COIMBATORE(C), WARD NO 68 PONNASTREET
2 - COIMBATORE(c), WARD NO 68 RAMACHANDIRA LAYOUT PONNASTREET
3 - COIMBATORE (C), WARD NO 68 PONNASTREET 2ND CROSS
4 - COIMBATORE(C), WARD NO 68 PONNASTREET 3RD CROSS
999 OVERSEAS ELECTOR",ALL VOTERS
103,120,104,"SUGUNA RIP MATRIC SCHOOL, DR RADHAKRISHNAM ROAD (Doctors Colony), GANDHIPURAM-641044","1 - COIMBATORE (C), WARD NO 48 SATHI MAIN ROAD
2 - COIMBATORE (C), WARD NO 48 SATHI CROSS 1
3 - COIMBATORE (C), WARD NO 48 SATHI CROSS 2
4 - COIMBATORE (C), WARD NO 48 SATHI CROSS 3
5 - COIMBATORE (C), WARD NO 48 DR RAJENDRAPRASATH ROAD
999 OVERSEAS ELECTOR",ALL VOTERS
104,120,105,"SUGUNA RIP MATRIC SCHOOL, DR RADHAKRISHNAM ROAD (Doctors
Colony), GANDHIPURAM-641044","1 - COIMBATORE (C), WARD NO 48 SASTHRI NAGAR SANGANOOR PALLAM
999 OVERSEAS ELECTOR",ALL VOTERS
105,120,106,"CORPORATION HIGHER SECONDARY SCHOOL, V.K.KRISHANAN ROAD,
SIDDHAPUDUR 641044","1 - COIMBATORE(C), WARD NO 48 VINKADASAMI STREET SIDHAPUDUR                                                999
OVERSEAS ELECTOR",ALL VOTERS
106,120,107,"CORPORATION HIGHER SECONDARY SCHOOL, V.K.KRISHANAN ROAD, SIDDHAPUDUR 641044","1 - COIMBATOR(C), WARD NO 67 THIRUMALAISAMY STREET
2 - COIMBATORE(C), WARD NO 67 N.G.NARAYANASAMY STREET
3 - COIMBATORE(C), WARD NO 48 CHINNASAMY ROAD
999 OVERSEAS ELECTOR",ALL VOTERS
107,120,108,"CORPORATION HIGHER SECONDARY SCHOOL, V.K.KRISHANAN ROAD, SIDDHAPUDUR 641044","1 - COIMBATORE (C), WARD NO 67 RAVINDRANATH LAYOUT
2 - COIMBATORE (C), WARD NO 67 AMBIGA LAYOUT
999 OVERSEAS ELECTOR",ALL VOTERS
108,120,109,"CORPORATION HIGHER SECONDARY SCHOOL, V.K.KRISHANAN ROAD, SIDDHAPUDUR 641044","1 - COIMBATORE (C), WARD NO 48 HOUSING UNIT GANDHIPURAM
2 - COIMBATORE(C), WARD NO 67 RANGARAJ LAYOUT
3 - COIMBATORE (C), WARD NO 48 POLICE QUARTERS
4 - COIMBATORE (C), WARD NO 48 REFUGEES COLONY
999 OVERSEAS ELECTOR",ALL VOTERS
109,120,110,"GOVERNMENTT POLYTECHNIC COLLEGE FOR WOMENS BHARATHIYAR ROAD, BHARATHIYAR ROAD,COIMBATORE 641044","1 - COIMBATORE (C), WARD NO 67 GOVINTHASAMY SALAIGAL
2 - COIMBATORE (C), WARD NO 67 BARATHYAR ROAD
3 - COIMBATORE (C), WARD NO 67 NEW ANNAPOORNA LAYOUT
4 - COIMBATORE (C), WARD NO 49 LAKHSMANA LAND MARK
5 - COIMBATORE (C), WARD NO 67 GOVT POLYTECHNIC CAMPUS
6 - COIMBATORE (C), WARD NO 83 BALASUNDRAM ROAD
999 OVERSEAS ELECTOR",ALL VOTERS
110,120,111,"GOVERNMENTT POLYTECHNIC COLLEGE FOR WOMENS BHARATHIYAR ROAD,
BHARATHIYAR ROAD,COIMBATORE 641044","1 - COIMBATORE (C), WARD NO 83 ARMED RESERVE QUARTERS
999 - Overseas Elector",ALL VOTERS
111,120,112,"CORPORATION ELEMENTARY SCHOOL,V.K.KRISHNAN ROAD, SIDDAPUDUR
641044","1 - COIMBATORE (C), WARD NO 67 V.K.KRISHNAN MENON ROAD,SIDHAPUDUR
999 OVERSEAS ELECTOR",ALL VOTERS
112,120,113,"CORPORATION ELEMENTARY SCHOOL,V.K.KRISHNAN ROAD, SIDDAPUDUR 641044","1 - COIMBATORE CORP, WARD NO 67 V.K.KRISHNAN MENON ROAD,SIDHAPUDUR
2 - COIMBATORE (C), WARD NO 67 V.K.KRISHNAN MENON ROAD,SIDHAPUDUR
999 OVERSEAS ELECTOR",ALL VOTERS
113,120,114,"CORPORATION PRIMARY SCHOOL, V K KRISHNAN ROAD SIDHAPUDUR
641044","1- COIMBATORE (C), WARD NO 67 N.V.NARAYANA SAMY & KRISHNASAMY LAYOUT
999 OVERSEAS ELECTOR",ALL VOTERS
114,120,115,"CORPORATION ELEMENTARY SCHOOL,V.K.KRISHNAN ROAD, SIDDAPUDUR
641044","1 - COIMBATORE (C), WARD NO 67 V.K.KRISHNAN ROAD
999 - Overseas Elector",ALL VOTERS
115,120,116,"CORPORATION HIGHER SECONDARY SCHOOL,V.K.KRISHNAN ROAD,SIDDAPUDUR 641044","1 - COIMBATORE (C), WARD NO 67 B K RANGANATHAN STREET NO 1
2 - COIMBATORE (C), WARD NO 67 B K RANGANATHAN STREET NO 2
3 - COIMBATORE (C), WARD NO 67 THIRUVALLUVAR STRETT
4 - COIMBATORE (C), WARD NO 67 ELANGO NAGAR STREET NO 1
5 - COIMBATORE (C), WARD NO 67 ELANGO NAGAR STREET NO 2
999 - Overseas Elector",ALL VOTERS
116,120,117,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 GANDHIPURAM 1ST STREET
999 - Overseas Elector",ALL VOTERS
117,120,118,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 GANDHIPURAM 1ST STREET
999 - Overseas Elector",ALL VOTERS
118,120,119,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 GANDHIPURAM 2ND STREET
999 - Overseas Elector",ALL VOTERS
119,120,120,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 DOCTORS COLONY
2 - COIMBATORE (C), WARD NO 48 GANDHIPURAM 1ST STREET
999 - Overseas Elector",ALL VOTERS
120,120,121,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 GANTHIPURAM 3 RD STREET
999 - Overseas Elector",ALL VOTERS
121,120,122,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 48 RAJU LAY OUT 1
2 - COIMBATORE (C), WARD NO 48 RAJU LAY OUT 2
3 - COIMBATORE(c), WARD NO 68 KARUNA ELLA1 COLONY
4 - COIMBATORE (C), WARD NO 68 GANDHIPURAM 5TH STREET EXTN.HUTS
999 - Overseas Elector",ALL VOTERS
122,120,123,"SAINT MARY'S HIGH SCHOOL, 5TH STREET EXTN, GANDHIPURAM, -641012","1 - COIMBATORE (C), WARD NO 68 DR RADHA KRISHNA ROAD
2 - COIMBATORE(C), WARD NO 48 GANDHIPURAM STREET 4
999 - Overseas Elector",ALL VOTERS
123,120,124,"COIMBATORE MALAYALI SAMAJAM, CMS ELEMENTARY SCHOOL,GANDHIPURAM -641012","1 - COIMBATORE (C), WARD NO 68 GANDHIPURAM 7TH STREET
2 - COIMBATORE (C), WARD NO 68 SANGANOOR PALLAM GANDHIPURAM7TH STREET HUTS
3 - COIMBATORE (C), WARD NO 68 GANDHIPURAM 7TH STREET
999 - Overseas Elector",ALL VOTERS
124,120,126,"SAINT MARY'S ELEMENTARY SCHOOL, 5TH STREET EXTN, GANDHIPURAM,
GANDHIPURAM- 641012","1 - COIMBATORE (C), WARD NO 68 GANDHIPURAM 5TH STREET
999 - Overseas Elector",ALL VOTERS
125,120,127,"KAMARAJAR MATRICULATION HR. SEC. SCHOOL, , DR.ALAGAPPA ROAD -
COIMBATORE 641012","1 - COIMBATORE(C), WARD NO 68 GANDHIPURAM 6TH STREET EXTN.
999 - Overseas Elector",ALL VOTERS
126,120,128,"KAMARAJAR MATRICULATION HR. SEC. SCHOOL, , DR.ALAGAPPA ROAD - COIMBATORE 641012","1 - COIMBATORE(C), WARD NO 68 GANTHIPURAM 6ST EXT HUTS
2 - COIMBATORE(C), WARD NO 68 DR RAJENDRAPRASATH ROAD 100FT ROAD
999 - Overseas Elector",ALL VOTERS
127,120,129,"CORPORATION MIDDLE SCHOOL,DR.ALAGAPPA ROAD TATABAD
COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 DR.RADHAKRISHNAN ROAD
999 - Overseas Elector",ALL VOTERS
128,120,130,"CORPORATION MIDDLE SCHOOL,DR.ALAGAPPA ROAD TATABAD
COIMBATORE 641012","1 - COIMBATORE(C), WARD NO 68 DR RADHAKRISHNAN ROAD
999 - Overseas Elector",ALL VOTERS
129,120,131,"COIMBATORE MALAYALI SAMAJAM, CMS ELEMENTARY SCHOOL, GANDHIPURAM STREET NO 9 EXTN, GANDHIPURAM 641012","1 - COIMBATORE (C), WARD NO 68 DR. RADHAKRISHNA ROAD TATABAD
2 - COIMBATORE (C), WARD NO 68 GANDHIPURAM 9TH STREET EXTENSION
999 - Overseas Elector",ALL VOTERS
130,120,132,"Part Name - 132 - CORPORATION HIGHER SECONDARY SCHOOL,PONNE ROAD, CROSS CUT ROAD, COIMBATORE 641012","1 - COIMBATORE(C), WARD NO 68 DR RAJENDRA PRASAD ROAD
2 - COIMBATORE(C), WARD NO 68 F C I COLONY
3 - Coimbatore (C) WARD NO 68 Dr Subburayan Road
4 - COIMBATORE(C), WARD NO 68 BYKARA OFFICE ROAD
5 - COIMBATORE(C), WARD NO 68 VADAKOVAI RAILWAY COLONY
6 - COIMBATORE(C), WARD NO 68 HILLVIEW APPARTMENTS
7 - COIMBATORE(C), WARD NO 68 AKSHAYA APARTMENTS
8 - COIMBATORE(C), WARD NO 68 LAKHSMI NARAYANA APARTMENTS
9 - COIMBATORE(C), WARD NO 68 DHASAMI APARTMENTS
10 - COIMBATORE(C), WARD NO 68 DURUVADARA APARTMENTS
999 - Overseas Elector",ALL VOTERS
131,120,133,"Part Name - 133 - CORPORATION HIGHER SECONDARY SCHOOL,PONNE ROAD, CROSS CUT ROAD,COIMBATORE 641012","1 - COIMBATORE(C), WARD NO 68 DR.SIVANANTHA COLONY
2 - COIMBATORE(C), WARD NO 68 ANP SOCIETY COLONY
3 - COIMBATORE (C), WARD NO 68 TATABATH STREET 4
4 - COIMBATORE (C), WARD NO 68 TATABATH STREET 5
999 - Overseas Elector",ALL VOTERS
132,120,134,"Part Name - 134 - TATABAD KALVI NILAYAM (PANDI MATRICULATION SCHOOL), TATABAD STREET NO 8,COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO6
2 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO7
3 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO8
4 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO9
5 - COIMBATORE (C), WARD NO 68 ITCHIPATTI COLONY
999 - Overseas Elector",ALL VOTERS
133,120,135,"Part Name - 135 - CORPORATION HIGHER SECONDARY SCHOOL, PONNE ROAD, CROSS CUT ROAD,COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO 1
2 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO 2
3 - COIMBATORE (C), WARD NO 68 TATABATH STREET NO  3
4 - COIMBATORE (C), WARD NO 68 ITCHIPATTI COLONY
999 - Overseas Elector",ALL VOTERS
134,120,136,"Part Name - 136 - CORPORATION MIDDLE SCHOOL,DR.ALAGAPPA ROAD,
TATABAD, COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 GANDHINAGAR
999 - Overseas Elector",ALL VOTERS
135,120,137,"Part Name - 137 - CORPORATION MIDDLE SCHOOL, DR ALAGAPPA ROAD, TATABAD,COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 KANDASAMY LAYOUT
2 - COIMBATORE (C), WARD NO 68 NATARAJAN LAYOUT
3 - COIMBATORE (C), WARD NO 68 GANDHINAGAR
999 - Overseas Elector",ALL VOTERS
136,120,138,"Part Name - 138 - KAMARAJAR MATRICULATION HR. SEC. SCHOOL,
DR.ALAGAPPA ROAD COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 SANGANOOR PALLAM HOSHMIN NAGAR
999 - Overseas Elector",ALL VOTERS
137,120,139,Part Name - 139 - KAMARAJAR MATRICULATION HR SEC SCHOOL DR.ALAGAPPA ROAD COIMBATORE 641012,"1 - COIMBATORE (C), WARD NO 68 SANGANOOR PALLAM HOSHMIN NAGAR
2 - COIMBATORE (C), WARD NO 68 ALAGAPPA ROAD
3 - COIMBATORE(C), WARD NO 68 KANNUSAMY LAYOUT
999 - Overseas Elector",ALL VOTERS
138,120,140,"Part Name - 140 - TATABAD KALVI NILAYAM (PANDI MATRICULATION SCHOOL),TATABAD STREET NO 8, COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 ALAGAPPA ROAD
2 - COIMBATORE(C), WARD NO 68 KANNUSAMY LAYOUT
999 - Overseas Elector",ALL VOTERS
139,120,141,"Part Name - 141 - CORPORATION HIGHER SECONDARY SCHOOL,PONNE
ROAD, CROSS CUT ROAD,COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 ANNANAGAR SANGANOOR PALLAM HUTS
999 - Overseas Elector",ALL VOTERS
140,120,142,"Part Name - 142 - CORPORATION HIGHER SECONDARY SCHOOL,PONNE ROAD, CROSS CUT ROAD COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 RAJU ROAD
2 - COIMBATORE (C), WARD NO 68 ANNANAGAR NEW STREET
3 - COIMBATORE(C), WARD NO 68 SARADA KRIBHA APARTMENT RAJU ROAD
4 - COIMBATORE (C), WARD NO 68 ASHA APARTMENT TATABATH STREET 2
999 - Overseas Elector",ALL VOTERS
141,120,143,"Part Name - 143 - CORPORATION MIDDLE SCHOOL,DR ALAGAPPA ROAD, TATABAD, COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 GOVINDASAMY LAYOUT
2 - COIMBATORE (C), WARD NO 68 ARIGNAR ANNA COLONY SOUTH
999 - Overseas Elector",ALL VOTERS
142,120,144,"Part Name - 144 - CORPORATION MIDDLE SCHOOL, DR ALAGAPPA ROAD, TATABAD, COIMBATORE 641012","1 - COIMBATORE (C), WARD NO 68 ARIGNAR ANNA COLONY NORTH
2 - COIMBATORE (C), WARD NO 68 MASTHIAMMAL LAYOUT
999 - Overseas Elector",ALL VOTERS
143,120,145,"Part Name - 145 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL, . ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE(C), WARD NO 69 N. S RAMASAMY ROAD
2 - COIMBATORE(C), WARD NO 69 NEW WEAVERS COLONY
999 - Overseas Elector",ALL VOTERS
144,120,146,"Part Name - 146 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL, ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 THADAGAM ROAD
2 - COIMBATORE (C), WARD NO 69 P&T QUATRES
3 - COIMBATORE (C), WARD NO 69 K.T.V.R APPARTMENTS THADAGAM ROAD
999 - Overseas Elector",ALL VOTERS
145,120,147,"Part Name - 147 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL, .ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 RAJA ANNAMALAI ROAD
2 - COIMBATORE(C), WARD NO 69 RAGUPATHI LAYOUT1
3 - COIMBATORE(C), WARD NO 69 RAGUPATHI LAYOUT 2
4 - COIMBATORE(C), WARD NO 69 CHINNASUPPANNAN LAYOUT
5 - COIMBATORE(C), WARD NO 69 SRIRAM LAYOUT
999 - Overseas Elector",ALL VOTERS
146,120,148,"Part Name - 148 - CORPORATION HIGH SCHOOL, RAMALINGAM COLONY,
COIMBATORE - 641043","1 - COIMBATORE (C), WARD NO 69 NARAYANA GURU ROAD
999 - Overseas Elector",ALL VOTERS
147,120,149,"Part Name - 149 - CORPORATION HIGH SCHOOL, RAMALINGAM COLONY, COIMBATORE- 641043","1 - COIMBATORE (C), WARD NO 69 RAMANNA LAYOUT 1
2 - COIMBATORE (C), WARD NO 69 RAMANNA LAYOUT 2
3 - COIMBATORE (C), WARD NO 69 RAMANNA LAYOUT 3
4 - COIMBATORE (C), WARD NO 69 BHARATHI PARK ROAD 1
5 - COIMBATORE (C), WARD NO 69 NTC QUARTERS
6 - COIMBATORE (C), WARD NO 69 MAYFLOWER APARTMENTS
7 - COIMBATORE (C), WARD NO 69 AVINASHILINGAM STAFF QUARTERS
8 - COIMBATORE (C), WARD NO 69 MURUGANMILL QUARTERS
9 - COIMBATORE (C), WARD NO 69 MILTARY QUARTERS
999 - Overseas Elector",ALL VOTERS
148,120,150,"Part Name - 150 - T.A. RAMALINGAM CHETTIAR HR SEC SCHOOL,ALAGESAN ROAD, COIMBATORE 641011","1 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 1
2 - COIMBATPRE (C), WARD NO 69 BARATHIPARK CROSSROAD 2
3 - COIMBATORE (C), WARD NO 69 BARATHIPARK CROSSROAD 3
999 - Overseas Elector",ALL VOTERS
