sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
83,88,83,,"Panchayat Union Elementary School, Ramagoundanur - 636302, Terraced Building Facing West North Wing","1.Mallamuppanpatty (R.V) And (P), Ward5,Muthunaickenpatty Main Road,Ramagoundanoor,
2.Mallamuppanpatty (R.V) And (P), Ward5,Odaivattam, 3.Mallamuppanpatty (R.V) And (P), Ward5,Arunthathiyar Colony, 4.Mallamuppanpatty (R.V) And (P), Ward5,Ramagoundanoor Kattuvalavu"
84,88,84,,"Panchayat Union Elementary School, Ramagoundanur - 636302, Terraced Building Facing
West South Wing","1.Mallamuppanpatty (R.V) And (P), Ward5,Ramaiyapuram, 2.Mallamuppanpatty (R.V) And (P), Ward5,Poonaikaradu,
3.Mallamuppanpatty (R.V) And (P), Ward1,Udaiyarthottam"
85,88,85,,"Salem City Municipal Corporation Elementary School, Periyamottur - 636302, Room No. 1 Terraced
Building Facing South West Wing","1.Salem (C), D 1 Periya mottur,
2.Salem (c), D 1 periyamottur kattu valavu"
86,88,86,,"Salem City Municipal Corporation Elementary School, Jagir Kaminaickenpatty - 636302, Room No. 2
Terraced Building Facing North East Wing","1.Salem (C), D 1 , Perumal Kovil Vattam,
2.Salem (C), D 1 Arunthathiyar street, 999-OVERSEAS ELECTORS"
87,88,87,,"Salem City Municipal Corporation Elementary School, Jagir Kaminaickenpatty - 636302, Room No. 3 Terraced Building Facing North Middle Building West
Wing","1.Salem (C), D 1 Manivannan street,
2.Salem (C), D 1 , Kattuvalavu,
3.Salem (C), D 1 Parn & Co Colony"
88,88,88,,"Salem City Municipal Corporation Elementary School,
Jagir Kaminaickenpatty - 636302, Room No. 5 Terraced Building Facing South East Wing","1.Salem (C), D 1 Kaminaickenpatty"
89,88,89,,"Salem City Municipal Corporation Elementary School, Jagir Kaminaickenpatty - 636302, Room No. 4
Terraced Building Facing West North Wing","1.Salem (C), D 1 Ponamma Colony,
2.Salem (C), D Kaminaickenpatty"
90,88,90,,"Salem City Municipal Corporation Divisional Office, Jagir Reddipatty - 636302, Terraced Building Facing
South West Wing","1.Salem (C), D 1 Jagir Reddipatty,
2.Salem (C), D 1 Jagir Reddipatty, 999-OVERSEAS ELECTORS"
91,88,91,,"Salem City Municipal Corporation Divisional Office, Anganvadi School, Jagir Reddipatty - 636302, Terraced Building Facing West","1.Salem (C), D 1 Doctors Colony,
2.Salem (C), D 1 Kumaransalai,
3.Salem (C), D 1 Subbarayan Nagar,
4.Salem (C), D 1 Sakthipuram Doctors Colony"
92,88,92,,"Salem City Municipal Corporation Middle School,Jagir Reddipatty - 636302, Room No. 10
Terraced Building Facing North East Wing","1.Salem (C), D 1 Micro Tower (Senthil Nagar)
2.Salem (C), D 1 Engineers Colony"
93,88,93,,"Salem City Municipal Corporation Middle School, Jagir Reddipatty - 636302, Room No. 11 Terraced
Building Facing North Middle Wing","1.Salem (C), D 1 andigoundarvattam (Inden Nagar)
2.Salem (C), D 1 Srinagar"
94,88,94,,"Salem City Municipal Corporation Middle School, Jagir Reddipatty - 636302, Room No. 12 Terraced Building Facing North West Wing","1.Salem (C), D 1 Pookaravattam,
2.Salem (C), D 1 Mamangam Main Road,
3.Salem (C), D 1 Mariyamman Kovil Street,
4.Salem (C), D 1 Muthamil Nagar,
5.Salem (C), D 1 Kulalar street (Annaigounder Vattam)"
95,88,95,,"Salem City Municipal Corporation Middle School, Jagir Reddipatty - 636302, Terraced Building Facing
South West Wing","1.Salem (C), D 1 Parvathipuram,
2.Salem (C), D 1 Ampethgar Nagar"
96,88,96,,"Salem City Municipal Corporation Middle School, Jagir Reddipatty - 636302, Terraced Building Facing South East Wing","1.Salem (c), D 1 Puthiya Ambethkar Nagar,
2.Salem (C), D 1 Arunthathiyar Street,
3.Salem (C), D 1 Odai street,
4.Salem (C), D 1 Mariyamman Kovil Street"
97,88,97,,"Salem City Municipal Corporation Elementary School, Periyamottur - 636302,  Room No. 6  Terraced Building Facing South East Wing","1.Salem (C), D 1 Kilakadu, mamagam,
2.Salem (C), D 1 Mamangam Main Road,
3.Salem (C), D 1 Thillainagar,
4.Salem (C), D 1 M.G.R Nagar"
98,88,98,,"Salem City Municipal Corporation Elementary School,
Periyamottur - 636302, Room No. 13  Terraced Building Facing North West Wing","1.Salem (C), D 1 Chinna mottur,
2.Salem (C), D 1 Elumalai Gounder Thottam,
3.Salem (C), D 1 Amaravathi Nagar"
99,88,99,,"Salem City Municipal Corporation Elementary School, PeriyaMottur - 636302, Room No. 13  Terraced
Building Facing North East  Wing","1.Salem (C), D 1 Anna Nagar"
100,88,100,,"Saraswathi Vidhyalaya Elementry School, Railway Colony - Suramangalam - 636005, Terraced Building
Facing East South Wing","1.Salem (C), D 1 East Railway Colony"
101,88,101,,"Saraswathi Vidhyalaya Elementry School, Railway Colony - Suramangalam - 636005, Terraced Building
Facing East North Wing","1.Salem (C), D 1 Anthonipuram Odai"
102,88,102,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Terraced Building
Facing East South Wing","1.Salem (C), D 2 Municipal Primary School,
2.Salem (C), D 2 Subramani mesthri street,
3.Salem (C), D 2 Kaliamman Koil Street"
103,88,103,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Terraced Building
Facing East North Wing","1.Salem (C), D 2 Ettikuttai Street"
104,88,104,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Terraced Building
Facing North West Portion","1.Salem (C), D 2 Kaaliaymman Kovil Street,
2.Salem (C), D 2 Marriyamman Kovil Street"
105,88,105,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Terraced Building
Facing South East Wing","1.Salem (C), D 2 Jeeva Nagar,
2.Salem (C), D 2 Sakthi Koil Street"
106,88,106,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 35 Terraced Building Facing South West Wing","1.Salem (C), D 2 Millath Nagar,
2.Salem (C), D 2 Balaji Nagar, 3.Salem(c), D 2 Periandavar Koil Street,
4.Salem(c), D 2 Nethaji Street Jagir ammapalayam,
999-OVERSEAS ELECTORS"
107,88,107,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Terraced Building
Facing North West Portion","1.Salem (C), D 2 Gandhi Nagar"
108,88,108,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, New Terraced Building
Facing North East Wing","1.Salem (C), D 2 Shasthiri Nagar, 2.Salem(C), D 2 Shasthiri Nagar"
109,88,109,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 6 New Terraced Building Facing North West Wing","1.Salem(C), D 2 Ragavendrar Koil street,
2.Salem (C), D 2 Chinnamari Street,
3.Salem (C), D 2 Pon Nagar,
4.Salem (C), D 2 Sidhagounder Colony"
110,88,110,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, New Terraced Building Facing East North Wing Room.4","1.Salem (C), D 2 Water Tank Circle,
2.Salem (C), D 2 Rajakaliammankoil circle,
3.Salem (C), D 2 Thindankalathan Circle,
4.Salem (C), D 2 Vijayaraghavan Nagar"
111,88,111,,"Government Higher Secondary School, Jagir Ammapalayam - 636302 Terrached Building Facing North East Wing","1.Salem (C), D 2 Poosari Thottam,
2.Salem (C), D 2 Murugan Kovil Vattam,
3.Salem (C), D 2 Kannagi Street,
4.Salem (C), D 2 Pavayammal Street,
5.Salem (C), D 2 Rasi Nagar"
112,88,112,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 15 Terraced
Building Facing North East Wing","1.Salem (C), D 2 Bharathi Nagar,
2.Salem (C), D 2 Kudumian Street"
113,88,113,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 7 Terraced
Building Facing North West Wing","1.Salem (C), D 2 Bharathi Nagar,
2.Salem (C), D 2 Kaliamman Koil Circle"
114,88,114,,"Salem City Municipal Corporation Elementary School, Jagir Ammapalayam - 636302, Anganwadi Building
Facing East South Wing","1.Salem (C), D 2 Kurinji Nagar,
2.Salem (C), D 2 PG Nagar,
3.Salem (c), D 3 Deivanai Nagar"
115,88,115,,"Thiyagarajar Polytechnic College, Jagir Ammapalayam - 636302, Terraced Building Facing
West Middle Wing","1.Salem (c), D 2 Kasakaranoor 1,2nd street, 999- OVERSEAS ELECTORS"
116,88,116,,"Thiyagarajar Polytechnic College, Jagir Ammapalayam - 636302, Terraced Building Facing West North Wing","1.Salem (c), D 2 Kasakaranoor 1,2nd street,
2.Salem (C), D 2 Sithan Nagar,
3.Salem (C), D 2 Kattuvalavu,
4.Salem (C), D 18 Chinnaian Street"
117,88,117,,"Thiyagarajar Polytechnic College, Main Building Jagir Ammapalayam - 636302, Terraced Building Facing West South Wing","1.Salem (C), D 18 Sarkaraimesthiri Street,
2.Salem (C), D 18 Mariamman koil Street,
3.Salem (C), D 18 Kattuvalavu Manickavasagar street, 999 - OVERSEAS ELECTORS"
118,88,118,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, New Building Facing South East Wing Room No.10","1.Salem (C), D 3 Avvaiyar Nagar,
2.Salem (C), D 3 Moolai Karattu Kadu,
3.Salem (C), D 3 Ponni Sago Factory Backside,
4.Salem (C), D 2 Omalurmain Road"
119,88,119,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 36 Terraced
Building Facing South West Wing","1.Salem (C), D 2 Balaji Appartments,
2.Salem (C), D 2 Anna Nagar"
120,88,120,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 8 New Terraced
BuildIng Facing North West Wing","1. Salem (C), D 2 Chinnamapalayam New Housing Unit"
121,88,121,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 16 Terraced
Building Facing North East Wing","1.Salem (C), D 2 Kalayanasundaram Colony Chinnamapalayam"
122,88,122,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 17 Terraced
Building Facing North East Wing","1.Salem (C), D 2 Kalayanasundaram Colony Chinnamapalayam"
123,88,123,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 32 Terraced
Building Facing South East Wing","1.Salem (C), D 2 Karunanidhinagar,
2.Salem (C), D 2 Sindhikapuram"
124,88,124,,"Government Higher Secondary School, Jagir Ammapalayam - 636302, Room No. 9 North Facing
West Wing","1.Salem (C), D 2 Kamaraj street,
2.Salem (C), D 2 Valliammai Street"
125,88,125,,"Sri Chaithanya Techno School, Narasothipatty - 636004 Terraced Building Facing South, East Wing.","1.Salem (C), D 3 Mukil Nagar,
2.Salem (C), D 3 Newmariamman Koil Street,
3.Salem (C), D 3 Veerapandiyar Nagar,
4.Salem (C), D 3 Omsakthi Nagar"
126,88,126,,"Sri Chaithanya Techno School, Narasothipatti - 636004, Terraced Building Facing South, West Wing","1.Salem (C), D 3 Indian Bank Colony,
2.Salem (C), D 3 N.K.N Nagar,
3.Salem (c), D 3 Townplanning Nagar,
4.Salem (C), D 3 Azhagunachiammai Nagar"
127,88,127,,"Sri Chaithanya Techno School, Narasothipatti - 636004, Terraced Building Facing North Middle Wing","1.Salem (C), D 3 Ezhumalaigounder Nagar,
2.Salem (C), D 3 K.A.S Garden,
3.Salem (c), D 3 Kamarajar Colony"
128,88,128,,"Sri Chaithanya Techno School, Narasothipatti - 636004, Terraced Building Facing North East Wing","1.Salem (C), D 3 Anna Nagar,
2.Salem (C), D 3 Sengalpet,
3.Salem (C), D 3 Meenakshi Nagar"
129,88,129,,"Sri Chaithanya Techno School, Narasothipatti 636004, Terraced Building Facing North Middle Wing","1.Salem (C), D 3 T.V.K. Nagar,
2.Salem (C), D 3 Azhagiriammalthottam,
3.Salem (C), D 3 Thiyagi Nagar,
4.Salem (c), D 3 Uthayapuri colony,
5.Salem (c), D 3 Sakthi Nagar,
6.Salem (C), D 3 Indirani Nagar K.A.S.Avenue 999-OVERSEAS ELECTORS"
130,88,130,,"Sri Chaithanya Techno School, Narasothipatti - 636004, Terreached Building Facing North West Wing","1.Salem (C), D 3, Panankadu,
2.Salem (C), D 3 Perumalmalai Adivaram"
131,88,131,,"Salem City Municipal Corporation Middle School, Narasothipatty - 636004, Room No. 34 Terraced Building Facing North Middle Wing","1.Salem (C), D 3 Ashoknagar,
2.Salem (c), D 3 Ashok Nagar Annex,
3.Salem (C), D 3 Perumal Malai Road,
4.Salem (C), D 3, Rajalakshmi Nagar"
132,88,132,,"Salem City Municipal Corporation Middle School, Narasothipatty - 636004, Room No.33, New terraced
building facing East, North portion","1.Salem (C), D 3 Ponvel Nagar,
2.Salem (C), D 3, Mecherian Vattam"
133,88,133,,"Salem City Municipal Corporation Middle School, Narasothipatty - 636004, Room No. 27 New Terraced
Building Facing East Middle Wing","1.Salem (C), D 3 K.S.V.Nagar,
2.Salem (C), D 3 M.G.R.Nagar,
3.Salem (C), D 3 Mariammankoil Street"
134,88,134,,"Salem City Municipal Corporation Middle School, Narasothipatty - 636004, Terraced Building Facing North West Wing","1.Salem (C), D 3 Srinagar colony,
2.Salem (C), D 3 Arthinagar,
3.Salem (C), D 3 Arthinagar MohanNagar,
4.Salem (C), D 3 Arthinagar Emarold Nagar,
5.Salem (C), D 3 Indrani Nagar,
6.Salem (C), D 3 Komuttikadu"
135,88,135,,"Salem City Municipal Corporation Middle School, Narasothipatty - 636004, Room No. 31 New Terraced Building Facing East, North Portion","1.Salem (c), D 3 Shasthiri Nagar,
2.Salem (C), D 3 Ramasamy Nagar,
3.Salem (C), D 3 Gandhi Nagar,
4.Salem (C), D 3 Thayankadu,
5.Salem (C), D 3 Marriyamman Kovil Street 999-OVERSEAS ELECTORS"
136,88,136,,"Government High School, Reddiyur - 636004, Room No. 37 New Terraced Building North Facing Middle Wing","1.Salem (C), D 3 Sriram nagar,
2.Salem (C), D 3, Exservicemen colony,
3.Salem (C), D 3 Throwpathyammankoil street,
4.Salem (C), D 3 Thangavelnagar 1st street,
5.Salem (C), D 3 Thangavelnagar 2nd street"
137,88,137,,"Government High School, Reddiyur - 636004, Room No. 36 New Terraced Building Facing West South Wing","1.Salem (C), D 3 S.E.E.D.Colony, 2.Salem(C), D 3 KalimuthuGoundercolony,
3.Salem (c), D 3 vasantham nagar,
4.Salem (c), D 3 thirumalnagar lakshmi street,
5.Salem (C), D 3 Thirumalnagarbharathistreet,
6.Salem (C), D 3 Thirumalnagar Andalstreet1,
7.Salem (c), D 3 thirumalnagar andal street2,
8.Salem (C), D 3 Thirumalnagar Kaveristreet,
9.Salem (C), D 3 Thirumalnagar amman street,
10.Salem (C), D 3 Thirumalnagar balaji street,"
138,88,138,,"Government High School, Reddiyur - 636004, Room No. 40 New Terraced Building Facing West North Wing","1.Salem (C), D 3 Sheshathri Nagar,
2.Salem (C), D 3 Azhaguvinayakar Street,
3.Salem (c), D 3 P&T Colony,
4.Salem (C), D 3 Paraivattam"
139,88,139,,"Government High School, Reddiyur - 636004, Building Facing West Middle Wing","1.Salem (C), D 3 , Erikarai road,
2.Salem (C), D 3 Tahsildar Colony,
3.Salem (C), D 3 Canara Bank Colony"
140,88,140,,"Government High School, Reddiyur - 636004, New Terraced Building Middle Portion Facing West South Wing","1.Salem (C), D 3 Sivaya Nagar,
2.Salem (C), D 3 Meenakshi colony,
3.Salem (C), D 3 Rajiv Colony,
4.Salem (C), D 3 Thadhagounder Street,
5.Salem (C), D 3 , Kumaran Nagar,
6.Salem (C), D 3 Chendrayakounder Street,
7.Salem (C), D 3 I.O.B.Colony"
141,88,141,,"Government High School, Reddiyur - 636004, New Terraced Building South Portion Facing West South
Wing","1.Salem (C), D 3 Nagaramalai adivaram NDS Nagar,
2.Salem (C), D 3 Vanniar Nagar"
142,88,142,,"Government High School, Reddiyur - 636004, Room No. 39 New Terraced Building Facing East South Wing","1.Salem (C), D 3 Sivayanagar,
2.Salem (C), D 3 Lakshman Nagar,
3.Salem (C), D 3 E.B.Colony,
4.Salem (C), D 3 Backside of School"
143,88,143,,"Government High School, Reddiyur - 636004, New Terraced Building Facing East Middle Portion","1.Salem (C), D 3, Uthukkinaru"
144,88,144,,"Government High School, Reddiyur - 636004, New
Terraced Building Facing East Middle Wing","1.Salem (C), D 3 Asarivattam,
2.Salem (C), D 3 Kullakounder Street"
145,88,145,,"Government High School, Reddiyur - 636004, New Terraced Building Middle Portion Facing West North Wing","1.Salem (C), D 3 Perumalkounder Street,
2.Salem (C), D 3 Govt.Press Quarters Industrial Centre Campus,
3.Salem (C), D 3 Amaravathi Nagar,
4.Salem (C), D 3 5Roads,
5.Salem (C), D 3 Thiruvalluvar Nagar,
6.Salem (C), D 3 Muthannan Line,
7.Salem (C), D 3 V.K.N.Colony,
8.Salem (C), D 3 Rocket gate and Azhagapuram main road"
146,88,146,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing West Middle Wing Room No.7","1.Salem (C), D 4 Nagaramalai Adivaram,
2.Salem (C), D 4 Perianvattam, 3.Salem(C), D 4 Naduvattam, 4.Salem(C), D 4 Jawahar street"
147,88,147,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing
North Middle Wing Room No.15","1.Salem (C), D 4 Near Kallumedu,
2.Salem (C), D 4 Near Water Tank,
3.Salem (C), D 4 Krishna Nagar"
148,88,148,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing
North (South Block) Room No.9","1.Salem(C), D 4 Molapattian Vattam, 2.Salem(C), D 4 E.B.Colony,
3.Salem(C), D 4 Pillaiarkoil Street"
149,88,149,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing North (South Block) Room No.10","1.Salem(C), D 4 Shanmugam street, 2.Salem(C), D 4 Nethaji Street 1,2 Cross, 3.Salem(C), D 4 Nagaramalai Main Road, 4.Salem(C), D 4 Dharmagartha Vattam,
5.Salem(C), D 4 Waterboard Colony"
150,88,150,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing West South Wing Room No.8","1.Salem(C), D 4 Greenland, 2.Salem(C), D 4 Ramankuttai, 3.Salem(C), D 4 Newfairlands, 4.Salem(C), D 4 Bharathi street, 5.Salem(C), D 4 Thirupathy vattam,
6.Salem(C), D 4 Poovivattam"
151,88,151,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Terraced Building Facing West Middle Wing Room No.7","1.Salem(C), D 4 Sri venkatachalapathy street, 2.Salem(C), D 4 Trivenilands,
3.Salem(C), D 4 Kanakkupillai street, 4.Salem(C), D 4 School street, 5.Salem(C), D 4 Otran Karadu,
6.Salem(c), D 4 Throwpathy Amman Temple Opposite, 7.Salem(C), D 4 Saradha College Main Road,"
152,88,152,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, South Wing Facing North East
Portion Room No.14","1.Salem(C), D 4 Nagaramalai adivaram, 2.Salem(C), D 4 Kutta street,
3.Salem(C), D 4 Molapattian Vattam"
153,88,153,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, Facing North East Wing Room No-5","1.Salem(C), D 4 Poosarivattam and Kaveri Vattam, 2.Salem(C), D 4 E.B.Colony,
3.Salem(C), D 4 Arumuga nagar, 4.Salem(C), D 4 Modern Builders A. Colony,
5.Salem(C), D 4 Rajaji Avenue,"
154,88,154,,"Sri Saradha Vidyalaya Girls Higher Secondary School, Alagapuram - 636016, South Side Facing North West Portion Room No.15","1.Salem(C), D 4 Kuhasramam road, 2.Salem(C), D 4 M.G.Road, 3.Salem(C), D 4 Vivekanandar street, 4.Salem(C), D 4 Gandhi Avenue,
5.Salem(C), D 4 New Fairlands 4th cross, 6.Salem(C), D 4 Bhuvaneswari nagar, 7.Salem(C), D 4 Parvathy nagar, 8.Salem(C), D 4 Maruthi Avenue, 9.Salem(C), D 4 Bharathi street, 10.Salem(C), D 4 Holy Anjels, 11.Salem(C), D 4 Panjavarna nagar, 12.Salem(C), D 4 Saradha college road,"
155,88,155,,"Government High School, Alagapuram - 636004, Near Mariaymman Temple, Terraced Building Facing
North East Wing","1.Salem(C), D 4 South azhagapuram colony"
156,88,156,,"Government High School, Alagapuram - 636004, Near Mariyamman Temple, Terraced Building Facing
North West Wing","1.Salem(C), D 4 South azhagapuram colony"
157,88,157,,"Full Time Branch Library, Swarnapuri, Azhagapuram - 636016, Near Mariyamman Temple. Terraced Building Facing South Building, West Wing.","1.Salem(C), D 4 Ambedkarstreet south azhagapuram, 2.Salem(C), D 4 Mariamman koil Street"
158,88,158,,"Full Time Branch Library, Swarnapuri, Azhagapuram - 636016, Near Mariyamman Temple. Terraced Building Facing South Building, East Wing.","1.Salem(C), D 4 Vinayakarkoil Street, 2.Salem(C), D 4 Murugan koil street, 3.Salem(C), D 4 Arunthadiar street, 4.Salem(C), D 4 Bajanai madam,
5.Salem(C), D 4 Main road"
159,88,159,,"Panchayat Union Elementary School, Chettichavadi - 636008, Terraced Middle Building Facing North West
Wing","1.ChettyChavadi (R.V) And (P), Ward1, Muniappan Koil"
160,88,160,,"Panchayat Union Elementary School, Chettichavadi - 636008, Terraced Building Facing South West Wing.","1.ChettyChavadi (R.V) And (P), Ward2, ManThoppu, 2.ChettyChavadi (R.V) And (P), Ward2, Nelliakaradu, 3.ChettyChavadi (R.V) And (P), Ward3, Srisiva Nagar (right) Nelliakaradupark X Ro,
999-OVERSEAS ELECTORS"
161,88,161,,"Panchayat Union Elementary School, Chettichavadi - 636008, Terraced Building Facing North West Wing.","1.ChettyChavadi (R.V) And (P), Ward4, Balamurugannagar, 2.ChettyChavadi (R.V) And (P), Ward4, Sathyanagar,
3.ChettyChavadi (R.V) And (P), Ward4, Annanagar"
162,88,162,,"Panchayat Union Elementary School, Chettichavadi - 636008, North Facing West Building South Wing","1.ChettyChavadi (R.V) And (P), Ward4, Dalmiacolony, 2.ChettyChavadi (R.V) And (P), Ward4, Rajakannunagar,
3.ChettyChavadi (R.V) And (P), Ward4, Gandhinagar"
163,88,163,,"Panchayat Union Elementary School, Chettichavadi - 636008, Terraced Building Facing South North Wing","1.ChettyChavadi (R.V) And (P), Ward3, Opp to Chettychavadi Water Tank Gate II,
2.Chetti Chavadi (R.V) And (P), Ward 3 Manthopu West Opp P.U.E.School,
3.ChettyChavadi (R.V) And (P), Ward3, From Nelliakaradukeel koyyathoppu to Siva Nagar,
4.ChettyChavadi (R.V) And (P), Ward3, Pettyshop Ellukundu road (right), 5.ChettyChavadi (R.V) And (P), Ward3, From Thazhauthu murugankoil  to thiruvakound,
6.ChettyChavadi (R.V) And (P), Warde3, From Ellukundu to Pettyshop (right),
7.ChettyChavadi (R.V) And (P), Ward3, Kattuvalavu near P.U.P. School"
164,88,164,,"Government High School, Alagapuram - 636016, Terraced Building Facing West South Wing","1.Salem (C), D 4, Boyar street,
2.Salem (C), D 4, Pambarakara vattam,
3.Salem (C), D 4, Postoffice street"
165,88,165,,"Government High School, Alagapurampudur - 636016, Terraced Building Facing West South Wing Room No.4","1.Salem (C), D 4, Backside of rice mill,
2.Salem (C), D 4, Bharathi street,
3.Salem (c), D 4, arthanari gounder street and garden,
4.Salem (C), D 4, Pilliar koil Street,
5.Salem (C), D 4, Teastall selvam street,
6.Salem (C), D 4, Raman street,
7.Salem (C), D 4, Panchayat office front side,"
166,88,166,,"Government High School, Alagapuram Pudur - 636016, Terraced Building Facing East South Building
North Wing","1.Salem(C), D 5 Rajarajan nagar, 2.Salem(C), D 5 Ramar nagar,
3.Salem(C), D 5 Murugan nagar"
167,88,167,,"Government High School, Alagapurampudur - 636016, Terraced Building Facing West South Wing
Room No.4","1.Salem(c), D 5 arun nagar, 2.Salem(C), D 5 Mattakaran street,"
168,88,168,,"Government High School, Alagapurampudur - 636016, Terraced Building Facing South East Wing","1.Salem(c), D 5 Parakkadu"
169,88,169,,"Government High School, Alagapurampudur - 636016, Terraced Building Facing East North Wing","1.Salem(C), D 5 Azhagapuram pudur"
170,88,170,,"Government High School, Alagapurampudur - 636016. Terraced Building Facing South West Wing","1.Salem(C), D 5 Norappan kadu, 2.Salem(C), D 5 Azhagapuram pudur,
3.Salem(C), D 5 Mattakaran street"
171,88,171,,"Sri Saradha Matric School , Salem-636016, New Terraced Building Facing South Middle Wing","1.Salem(C), D 5 S.K.S.Hospital Opp., 2.Salem(c), D 5 kailash nagar, 3.Salem(C), D 5 Chinnapudur road
4.Salem(C), D 5 Thoppukadu"
172,88,172,,"Sri Saradha Matric School , Salem-636016, Terraced
Building Facing South East Wing","1.Salem(c), D 5 Thoppukadu"
173,88,173,,"Sri Saradha Matric School, Salem-636016., Terraced Building Facing South East Wing Room No. 46","1.Salem(c), D 5 Vanniar Nagar"
174,88,174,,"Sri Saradha Matric School, Salem-636016, Terraced Building Facing South East Wing Room No. 45","1.Salem(c), D 5 Vanniar Nagar"
175,88,175,,"Sri Saradha Matric School, Salem-636016, Terraced Building Facing South West Wing Room No. 44","1.Salem(C), D 5 Sona nagar Arjuna nagar, 2.Salem(C), D 5 Periasamy nagar,
3.Salem(c), D 5 Pillaiyar nagar"
176,88,176,,"Government High School, Alagapurampudur -
636016, Building Facing North East Wing","1.Salem (C), D 5 Sakthi Nagar"
177,88,177,,"Sri Saradha Matric School, Salem-636016, Terraced Building Facing South West Wing Room No. 43","1.Salem(C), D 5 K.M.S. Garden, 2.Salem(C), D 5 Dharmalingam Vattam,
3.Salem(C), D 5 Chinnagounder Vattam"
178,88,178,,"Sri Saradha Matric School, Salem-636016 Terraced Building Facing South, West Wing Room No. 41","1.Salem(C), D 5 Convent Road"
179,88,179,,"Salem City Municipal Corporation Middle School, Mittapudur - 636016, New Terraced Building Facing
North East Wing Room No.2","1.Salem(C), D 5 Convent Road"
180,88,180,,"Salem City Municipal Corporation Middle School, Mittapudur - 636016, New Terraced Building Facing
North East Wing Room No.3","1.Salem(C), D 5 Mittapudur"
181,88,181,,"Salem City Municipal Corporation Middle School, Mittapudur - 636016, New Terraced Building Facing
North East Wing","1.Salem(C), D 5 Mittapudur"
182,88,182,,"Salem City Municipal Corporation Middle School, Mittapudur - 636016 New Terraced Building Facing
North, West Wing.","1.Salem(C), D 5 ATC Nagar, 2.Salem(C), D 5 Ayyappachettiarkadu"
183,88,183,,"Salem City Municipal Corporation Middle School, Kombaipatti Alagapuram Pudhur - 636008,  Terraced Building North Wing Facing East","1.Salem (C), D 5 Pidariammankoil"
184,88,184,,"Salem City Municipal Corporation Middle School, Kombaipatti Alagapuram Pudhur - 636008, Terraced Building Facing East South Wing","1.Salem (C), D 5, Selvapuram,
2.Salem (C), D 5 Santhi Nagar,
3.Salem (C), D 5 Thiruppathynagar"
185,88,185,,"Salem City Municipal Corporation Middle School, Kombaipatti Alagapuram Pudhur - 636008,  Terraced Building Facing East Middle Wing","1.Salem(C), D 5 Gorimedu Anbunagar, 2.Salem(C), D 5 Thriveni garden,
3.Salem (c), D 5 Jayanagar"
186,88,186,,"Salem City Municipal Corporation Middle School, Kombaipatti Alagapuram Pudhur - 636008, Terraced Building Facing East South Wing","1.Salem(C), D 5 Kombaipatty, 2.Salem(C), D 5 M.G.R. Nagar"
187,88,187,,"Salem City Municipal Corporation Middle School, Kombaipatti Alagapuram Pudhur - 636008, Terraced Building Facing East North Wing","1.Salem (C), D 5 Periyarnagar, 2.Salem(C), D 5 Thideer Colony"
