sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
292,88,292,,"Salem City Municipal Corporation Middle School, Kanthampatty - 636005. Terraced Building Facing East, South Wing.","1.Salem (c), D 24 West Housing Unit,
2.Salem (C), D 24 Kandampatty Panchayat office,
3.Salem (C), D 24 Palsociety Near,
4.Salem (C), D 24 Srini Vattam,
5.Salem (C), D 24 Govindha Samy Thottam,
6.Salem (C), D 24 Palani Marakadai, 7.Salem(C), D 24 Pillaiyar Kovil Street"
293,88,293,,"Salem City Municipal Corporation Middle School, Kandampatty - 636005, Terraced Building Facing West North Wing","1.Salem (C), D 24 Konnerikarai,
2.Salem (C), D 24 M.M. Brothers,
3.Salem (C), D 24 Bypass kandhampaty,
4.Salem (C), D 24 Karuappan Kovil Near,
5.Salem (c), D 24 siddar kovil main road,
6.Salem (C), D 24 Senji Fort,
7.Salem (C), D 24 Kotthan Kadu,
8.Salem (C), D 24 Sudukadu Itteri Road"
294,88,294,,"Equitas Gurukul Matriculation School, Kandampatty - 636005, Terraced Building Facing East South Wing","1.Salem(C), D 24 East Housing Unit, 2.Salem(C), D 24 East Housing Unit,
3.Kanthampatty(P), Ward5, Mitta kadu"
295,88,295,,"Equitas Gurukul Matriculation School, Kandampatty - 636005, Terraced Building Facing East Middle Wing","1.Salem(C), D 24, Ettimarathu Vattam, 2.Salem(C), D 24, Ettimarathu Vattam,
3.Salem(C), D 24 Metha Nagar"
296,88,296,,"Salem City Municipal Corporation Middle School, Kandampatty - 636005, Terraced Building Facing
North East Wing","1.Salem(C), D 24 ,Mariyamman Kovil street, 2.Salem(C), D 24 Kandhampatty Natham"
297,88,297,,"Equitas Gurukul Matriculation School, Kandampatty - 636005, Terraced Building Facing West East Wing","1.Salem(C), D 24, Angalamman Kovil Street, 2.Salem(C), D 24 M.G.R. Nagar"
298,88,298,,"Equitas Gurukul Matriculation School, Kandampatty - 636005, Terraced Building Facing South West Wing","1.Salem(C), D 24 Kanthampatty Colony, 2.Salem(C), D 24 Elumalai Vattam,
3.Salem(C), D 24 Alagiri Vattam"
299,88,299,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, Terrached Building Facing North
West Wing",",1.Salem (C) D.25, Pallapatty East Sandu-1,
2.Salem (C) D.25, Pallapatty East Sandu-3"
300,88,300,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, New Terraced Building Facing
South","1.Salem (C), D.25,South Pallapatty,
2.Salem (C), D.25, Meyyanoor Road"
301,88,301,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, New Terraced Building Facing
South","1.Salem (C), D.25, Sathyacolony,
2.Salem (C), D.26,Saminathapuram Main Road,
3.Salem (C), D.25, Sundaram Colony"
302,88,302,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, New Terraced Building Facing
East","1.Salem (C), D.25, Duraisamy Main Road,
2.Salem (C), D.25, Duraisamy Nagar"
303,88,303,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, Terraced Building Facing South West Wing.","1.Salem (C), D.25, Suramangalam Main Road (Jawahar mill colony),
2.Salem (C), D.25,South Pallapatty,
3.Salem (C), D.25, Leighbazaar Street Railwaycolony, 999-OVERSEAS ELECTORS"
304,88,304,,"National Child Welfare Center, Duraisamy Layout, Pallapatti - 636009, Terraced Building Facing South","1.Salem (C), D.25, Suramangalam Road South Line,
2.Salem (C), D.26, Krishnan Street,
3.Salem (C), D.25, pallapatty nadu street"
305,88,305,,"S.439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road - 636009, Facing North East Wing Godown No.7","1.Salem (C), D.25, Co-operative Society Backside"
306,88,306,,"S.439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road - 636009, Facing North Godown Middle Wing Godown
No.7","1.Salem (C), D.25,Co-operative Society Backside"
307,88,307,,"S.439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road - 636009, Facing West Southern Portion","1.Salem (C), D.25, Gorikadu,
2.Salem (C), D.25, Pallapatty Cheri,
3.Salem (C), D.25, Gorikadu"
308,88,308,,"S.439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road -
636009, Facing North West Wing","1.Salem (C), D.25, Muniappan Koil Street,
2.Salem (C), D.25, Pallapatty East Sandu2"
309,88,309,,"S 439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road - 636009, Terraced Building Facing West North Wing","1.Salem (C), D.25, Muniappan Koil Street"
310,88,310,,"S.439 Salem Agricultural Producers Co-operative Marketing Society, Suramangalam Main Road -
636009. Facing West Middle Wing","1.Salem (C), D.25, Suramangalam Main Road,
2.Salem (C), D.25,Suramangalam MainRoad, North Side"
