sl_no,ac_code,polling_station_no,total_electors,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,total_valid_votes,rejected_votes,total,tendered_votes
103,150,103,0,87,3,13,0,0,103,1,1,4,422,3,4,2,1,1,5,3,0,0,2,655,0,655,0,0,0,0,0,103,0
103,150,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,150,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,150,104,0,78,0,9,0,2,60,0,4,2,191,2,2,0,0,0,1,3,0,0,1,355,0,355,0,0,0,0,0,104,0
105,150,105,0,47,0,13,0,0,111,1,10,1,262,1,1,2,1,1,1,3,0,0,2,457,0,457,0,0,0,0,0,105,0
106,150,106,0,99,2,12,0,2,105,6,4,2,369,1,4,4,1,0,3,1,0,0,1,616,0,616,0,0,0,0,0,106,0
107,150,107,0,315,2,38,0,5,273,4,0,0,217,4,3,0,2,5,7,1,0,0,1,877,0,877,0,0,0,0,0,107,0
108,150,108,0,338,1,13,0,3,243,2,0,0,217,1,1,0,0,5,3,2,0,0,4,833,0,833,0,0,0,0,0,108,0
109,150,109,0,220,2,15,0,1,176,5,1,4,410,2,6,0,0,0,5,2,1,0,1,851,0,851,0,0,0,0,0,109,0
110,150,110,0,119,1,17,0,0,97,2,3,1,323,1,0,0,0,0,2,0,0,0,1,567,0,567,0,0,0,0,0,110,0
111,150,111,0,175,1,17,0,1,198,1,1,5,547,0,7,0,0,0,3,1,0,0,2,959,0,959,0,0,0,0,0,111,0
112,150,112,0,178,0,15,1,3,204,4,1,5,512,3,3,2,0,2,1,2,0,1,1,938,0,938,0,0,0,0,0,112,0
113,150,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,150,113,0,111,0,13,0,1,156,3,0,5,596,1,8,0,1,1,0,1,1,1,0,899,0,899,0,0,0,0,0,113,0
114,150,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,150,114,0,123,0,23,0,3,117,0,0,6,521,1,2,1,0,0,1,0,0,0,0,798,0,798,0,0,0,0,0,114,0
115,150,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,150,115,0,121,0,17,0,3,139,4,4,7,598,3,2,1,0,1,2,1,0,0,1,904,0,904,0,0,0,0,0,115,0
116,150,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,150,116,0,50,0,11,0,2,75,2,1,2,331,3,5,0,0,0,0,0,0,0,0,482,0,482,0,0,0,0,0,116,0
117,150,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,150,117,0,200,1,23,0,7,134,0,0,1,192,2,1,0,0,1,0,0,0,0,0,562,0,562,0,0,0,0,0,117,0
118,150,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,150,118,0,442,2,16,0,6,222,3,0,3,350,4,2,1,0,1,4,2,0,0,0,1058,0,1058,0,0,0,0,0,118,0
119,150,119,0,131,2,21,0,2,121,6,1,7,493,3,5,0,0,0,2,1,0,0,1,796,0,796,0,0,0,0,0,119,0
120,150,120,0,145,1,31,1,7,158,5,0,5,605,2,2,0,1,0,2,1,0,0,1,967,0,967,0,0,0,0,0,120,0
121,150,121,0,211,1,14,1,1,187,0,0,1,411,2,0,0,0,0,1,0,0,0,2,832,0,832,0,0,0,0,0,121,0
122,150,122,0,130,2,13,0,2,135,5,0,6,543,2,3,2,1,0,6,2,0,1,3,856,0,856,0,0,0,0,0,122,0
123,150,123,0,289,1,12,0,1,207,0,2,5,314,4,4,0,1,0,1,1,1,0,3,846,0,846,0,0,0,0,0,123,0
124,150,124,0,459,2,8,0,0,144,0,0,1,40,2,0,0,0,0,1,2,0,0,2,661,0,661,0,0,0,0,0,124,0
125,150,125,0,343,3,5,0,0,124,0,0,0,65,0,0,0,0,1,9,1,0,0,1,552,0,552,0,0,0,0,0,125,0
126,150,126,0,204,1,35,2,1,204,2,7,4,497,2,3,2,1,1,4,1,0,0,1,972,0,972,0,0,0,0,0,126,0
127,150,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,150,127,0,308,0,11,0,0,132,0,2,1,43,1,0,0,1,1,8,1,1,0,0,510,0,510,0,0,0,0,0,127,0
128,150,128,0,170,1,24,0,0,248,2,13,7,393,3,3,0,0,2,3,2,0,0,4,875,0,875,0,0,0,0,0,128,0
128,150,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,150,129,0,259,0,4,0,1,124,4,0,2,32,1,0,0,0,0,0,3,0,0,0,430,0,430,0,0,0,0,0,129,0
129,150,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
